GO.ID	Term	Annotated	Significant	Expected	weightFisher	Ontology
GO:0010951	negative regulation of endopeptidase act...	17	3	0.06	2.9e-05	BP
GO:0042438	melanin biosynthetic process	4	2	0.01	7.9e-05	BP
GO:0009620	response to fungus	46	5	0.17	0.00014	BP
GO:0042759	long-chain fatty acid biosynthetic proce...	8	2	0.03	0.00037	BP
GO:0034625	fatty acid elongation, monounsaturated f...	11	2	0.04	0.00071	BP
GO:0034626	fatty acid elongation, polyunsaturated f...	11	2	0.04	0.00071	BP
GO:0019367	fatty acid elongation, saturated fatty a...	11	2	0.04	0.00071	BP
GO:0045751	negative regulation of Toll signaling pa...	13	2	0.05	0.00101	BP
GO:0050830	defense response to Gram-positive bacter...	13	2	0.05	0.00101	BP
GO:0042761	very long-chain fatty acid biosynthetic ...	14	2	0.05	0.00117	BP
GO:0018107	peptidyl-threonine phosphorylation	15	2	0.06	0.00135	BP
GO:0030148	sphingolipid biosynthetic process	24	2	0.09	0.00347	BP
GO:0035007	regulation of melanization defense respo...	3	2	0.01	0.00354	BP
GO:0002229	defense response to oomycetes	1	1	0	0.00373	BP
GO:0048067	cuticle pigmentation	34	2	0.13	0.00690	BP
GO:0060586	multicellular organismal iron ion homeos...	2	1	0.01	0.00745	BP
GO:0035009	negative regulation of melanization defe...	2	1	0.01	0.00745	BP
GO:0032491	detection of molecule of fungal origin	2	1	0.01	0.00745	BP
GO:0071421	manganese ion transmembrane transport	2	1	0.01	0.00745	BP
GO:0015802	basic amino acid transport	2	1	0.01	0.00745	BP
GO:0034761	positive regulation of iron ion transmem...	2	1	0.01	0.00745	BP
GO:0035434	copper ion transmembrane transport	3	1	0.01	0.01115	BP
GO:0071361	cellular response to ethanol	3	1	0.01	0.01115	BP
GO:0033387	putrescine biosynthetic process from orn...	3	1	0.01	0.01115	BP
GO:0002752	cell surface pattern recognition recepto...	3	1	0.01	0.01115	BP
GO:0046718	viral entry into host cell	3	1	0.01	0.01115	BP
GO:0018105	peptidyl-serine phosphorylation	44	2	0.16	0.01138	BP
GO:0006812	cation transport	222	2	0.83	0.01469	BP
GO:0015677	copper ion import	4	1	0.01	0.01484	BP
GO:0033212	iron import into cell	4	1	0.01	0.01484	BP
GO:0097688	glutamate receptor clustering	4	1	0.01	0.01484	BP
GO:0006967	positive regulation of antifungal peptid...	5	1	0.02	0.01851	BP
GO:0007352	zygotic specification of dorsal/ventral ...	5	1	0.02	0.01851	BP
GO:0048526	imaginal disc-derived wing expansion	6	1	0.02	0.02218	BP
GO:0050916	sensory perception of sweet taste	6	1	0.02	0.02218	BP
GO:0019732	antifungal humoral response	13	2	0.05	0.02458	BP
GO:0051897	positive regulation of protein kinase B ...	7	1	0.03	0.02583	BP
GO:0071236	cellular response to antibiotic	7	1	0.03	0.02583	BP
GO:0008592	regulation of Toll signaling pathway	21	3	0.08	0.02662	BP
GO:0007283	spermatogenesis	182	3	0.68	0.02865	BP
GO:0016201	synaptic target inhibition	9	1	0.03	0.03309	BP
GO:0055070	copper ion homeostasis	9	1	0.03	0.03309	BP
GO:0097090	presynaptic membrane organization	10	1	0.04	0.03670	BP
GO:0009617	response to bacterium	93	3	0.35	0.04018	BP
GO:0001941	postsynaptic membrane organization	11	1	0.04	0.04030	BP
GO:0008063	Toll signaling pathway	35	4	0.13	0.04369	BP
GO:0006963	positive regulation of antibacterial pep...	14	1	0.05	0.05102	BP
GO:0046622	positive regulation of organ growth	15	1	0.06	0.05457	BP
GO:0007040	lysosome organization	16	1	0.06	0.05811	BP
GO:0014065	phosphatidylinositol 3-kinase signaling	17	1	0.06	0.06163	BP
GO:0045860	positive regulation of protein kinase ac...	60	2	0.22	0.06914	BP
GO:0007416	synapse assembly	157	2	0.59	0.08382	BP
GO:0097164	ammonium ion metabolic process	24	1	0.09	0.08594	BP
GO:0097237	cellular response to toxic substance	25	1	0.09	0.08937	BP
GO:1902875	regulation of embryonic pattern specific...	25	1	0.09	0.08937	BP
GO:0051453	regulation of intracellular pH	26	1	0.1	0.09278	BP
GO:0008039	synaptic target recognition	37	2	0.14	0.09498	BP
GO:0032504	multicellular organism reproduction	807	4	3.01	0.09908	BP
GO:0045610	regulation of hemocyte differentiation	29	1	0.11	0.10294	BP
GO:0007526	larval somatic muscle development	31	1	0.12	0.10966	BP
GO:0045793	positive regulation of cell size	32	1	0.12	0.11300	BP
GO:0045087	innate immune response	102	4	0.38	0.11816	BP
GO:0051607	defense response to virus	35	1	0.13	0.12294	BP
GO:0007034	vacuolar transport	35	1	0.13	0.12294	BP
GO:0035172	hemocyte proliferation	38	1	0.14	0.13279	BP
GO:0032147	activation of protein kinase activity	40	1	0.15	0.13929	BP
GO:0001932	regulation of protein phosphorylation	186	3	0.69	0.14152	BP
GO:0002252	immune effector process	94	2	0.35	0.15551	BP
GO:0008286	insulin receptor signaling pathway	46	1	0.17	0.15852	BP
GO:0030490	maturation of SSU-rRNA	47	1	0.18	0.16169	BP
GO:0045471	response to ethanol	57	2	0.21	0.17528	BP
GO:0046328	regulation of JNK cascade	52	1	0.19	0.17734	BP
GO:0046677	response to antibiotic	62	2	0.23	0.17836	BP
GO:0001666	response to hypoxia	54	1	0.2	0.18353	BP
GO:0042048	olfactory behavior	57	1	0.21	0.19272	BP
GO:0045995	regulation of embryonic development	62	1	0.23	0.20783	BP
GO:0001558	regulation of cell growth	64	1	0.24	0.21379	BP
GO:0030097	hemopoiesis	70	1	0.26	0.23144	BP
GO:0046942	carboxylic acid transport	71	1	0.26	0.23434	BP
GO:0007548	sex differentiation	72	1	0.27	0.23724	BP
GO:0006508	proteolysis	409	5	1.53	0.24951	BP
GO:0009636	response to toxic substance	108	2	0.4	0.25789	BP
GO:0006979	response to oxidative stress	80	1	0.3	0.26002	BP
