GO.ID	Term	Annotated	Significant	Expected	weightFisher	Ontology
GO:0042438	melanin biosynthetic process	4	2	0	6.3e-06	BP
GO:0010951	negative regulation of endopeptidase act...	17	2	0.02	0.00014	BP
GO:0048067	cuticle pigmentation	34	2	0.04	0.00058	BP
GO:0034761	positive regulation of iron ion transmem...	2	1	0	0.00224	BP
GO:0071421	manganese ion transmembrane transport	2	1	0	0.00224	BP
GO:0060586	multicellular organismal iron ion homeos...	2	1	0	0.00224	BP
GO:0035009	negative regulation of melanization defe...	2	1	0	0.00224	BP
GO:0046718	viral entry into host cell	3	1	0	0.00335	BP
GO:0035434	copper ion transmembrane transport	3	1	0	0.00335	BP
GO:0015677	copper ion import	4	1	0	0.00447	BP
GO:0033212	iron import into cell	4	1	0	0.00447	BP
GO:0048526	imaginal disc-derived wing expansion	6	1	0.01	0.00670	BP
GO:0050916	sensory perception of sweet taste	6	1	0.01	0.00670	BP
GO:0055070	copper ion homeostasis	9	1	0.01	0.01003	BP
GO:0045751	negative regulation of Toll signaling pa...	13	1	0.01	0.01446	BP
GO:0009620	response to fungus	46	1	0.05	0.05040	BP
GO:0009611	response to wounding	85	1	0.1	0.09145	BP
GO:0007409	axonogenesis	263	1	0.29	0.26055	BP
GO:0048731	system development	1357	2	1.52	0.42909	BP
GO:0050789	regulation of biological process	2496	3	2.79	1.00000	BP
GO:0008150	biological_process	5363	6	6	1.00000	BP
GO:0051234	establishment of localization	1179	1	1.32	1.00000	BP
GO:0008152	metabolic process	3408	4	3.81	1.00000	BP
GO:0120036	plasma membrane bounded cell projection ...	510	1	0.57	1.00000	BP
GO:1901615	organic hydroxy compound metabolic proce...	95	3	0.11	1.00000	BP
GO:0006810	transport	1145	1	1.28	1.00000	BP
GO:0006811	ion transport	340	1	0.38	1.00000	BP
GO:1901617	organic hydroxy compound biosynthetic pr...	34	2	0.04	1.00000	BP
GO:0048707	instar larval or pupal morphogenesis	364	1	0.41	1.00000	BP
