GO.ID	Term	Annotated	Significant	Expected	weightFisher	Ontology
GO:0009620	response to fungus	46	7	0.98	0.00016	BP
GO:0060395	SMAD protein signal transduction	6	3	0.13	0.00018	BP
GO:0010862	positive regulation of pathway-restricte...	7	3	0.15	0.00031	BP
GO:0035009	negative regulation of melanization defe...	2	2	0.04	0.00045	BP
GO:0009113	purine nucleobase biosynthetic process	2	2	0.04	0.00045	BP
GO:0042438	melanin biosynthetic process	4	3	0.09	0.00131	BP
GO:0006564	L-serine biosynthetic process	3	2	0.06	0.00133	BP
GO:0050830	defense response to Gram-positive bacter...	13	3	0.28	0.00230	BP
GO:0008293	torso signaling pathway	27	4	0.57	0.00234	BP
GO:0042136	neurotransmitter biosynthetic process	14	3	0.3	0.00288	BP
GO:0048067	cuticle pigmentation	34	4	0.72	0.00420	BP
GO:0055085	transmembrane transport	378	12	8.04	0.00428	BP
GO:0007378	amnioserosa formation	5	2	0.11	0.00431	BP
GO:0010951	negative regulation of endopeptidase act...	17	3	0.36	0.00514	BP
GO:0017015	regulation of transforming growth factor...	6	2	0.13	0.00637	BP
GO:0045467	R7 cell development	19	3	0.4	0.00709	BP
GO:0007362	terminal region determination	20	3	0.43	0.00822	BP
GO:0006517	protein deglycosylation	7	2	0.15	0.00879	BP
GO:0030513	positive regulation of BMP signaling pat...	7	2	0.15	0.00879	BP
GO:0090100	positive regulation of transmembrane rec...	22	7	0.47	0.01067	BP
GO:0008152	metabolic process	3423	81	72.84	0.01128	BP
GO:0048082	regulation of adult chitin-containing cu...	8	2	0.17	0.01156	BP
GO:0000023	maltose metabolic process	8	2	0.17	0.01156	BP
GO:0009611	response to wounding	85	5	1.81	0.01349	BP
GO:0007564	regulation of chitin-based cuticle tanni...	9	2	0.19	0.01466	BP
GO:0046835	carbohydrate phosphorylation	9	2	0.19	0.01466	BP
GO:0035204	negative regulation of lamellocyte diffe...	9	2	0.19	0.01466	BP
GO:0016201	synaptic target inhibition	9	2	0.19	0.01466	BP
GO:0072488	ammonium transmembrane transport	9	2	0.19	0.01466	BP
GO:0030301	cholesterol transport	10	2	0.21	0.01807	BP
GO:1903707	negative regulation of hemopoiesis	10	2	0.21	0.01807	BP
GO:0048581	negative regulation of post-embryonic de...	10	2	0.21	0.01807	BP
GO:0010817	regulation of hormone levels	63	7	1.34	0.02040	BP
GO:0035007	regulation of melanization defense respo...	3	3	0.06	0.02092	BP
GO:0009914	hormone transport	14	3	0.3	0.02096	BP
GO:1901652	response to peptide	56	3	1.19	0.02113	BP
GO:0035641	locomotory exploration behavior	1	1	0.02	0.02128	BP
GO:0036285	SAGA complex assembly	1	1	0.02	0.02128	BP
GO:0046901	tetrahydrofolylpolyglutamate biosyntheti...	1	1	0.02	0.02128	BP
GO:0005997	xylulose metabolic process	1	1	0.02	0.02128	BP
GO:0007490	tergite morphogenesis	1	1	0.02	0.02128	BP
GO:0015870	acetylcholine transport	1	1	0.02	0.02128	BP
GO:0005986	sucrose biosynthetic process	1	1	0.02	0.02128	BP
GO:0006561	proline biosynthetic process	1	1	0.02	0.02128	BP
GO:0006559	L-phenylalanine catabolic process	1	1	0.02	0.02128	BP
GO:0035015	elongation of arista core	1	1	0.02	0.02128	BP
GO:0006583	melanin biosynthetic process from tyrosi...	1	1	0.02	0.02128	BP
GO:0006585	dopamine biosynthetic process from tyros...	1	1	0.02	0.02128	BP
GO:0006587	serotonin biosynthetic process from tryp...	1	1	0.02	0.02128	BP
GO:0035045	sperm plasma membrane disassembly	1	1	0.02	0.02128	BP
GO:0032223	negative regulation of synaptic transmis...	1	1	0.02	0.02128	BP
GO:0019442	tryptophan catabolic process to acetyl-C...	1	1	0.02	0.02128	BP
GO:0097009	energy homeostasis	1	1	0.02	0.02128	BP
GO:0006539	glutamate catabolic process via 2-oxoglu...	1	1	0.02	0.02128	BP
GO:0048022	negative regulation of melanin biosynthe...	1	1	0.02	0.02128	BP
GO:1902616	acyl carnitine transmembrane transport	1	1	0.02	0.02128	BP
GO:0009436	glyoxylate catabolic process	1	1	0.02	0.02128	BP
GO:0030388	fructose 1,6-bisphosphate metabolic proc...	1	1	0.02	0.02128	BP
GO:0006189	'de novo' IMP biosynthetic process	1	1	0.02	0.02128	BP
GO:0050728	negative regulation of inflammatory resp...	1	1	0.02	0.02128	BP
GO:0019264	glycine biosynthetic process from serine	1	1	0.02	0.02128	BP
GO:0019265	glycine biosynthetic process, by transam...	1	1	0.02	0.02128	BP
GO:0034196	acylglycerol transport	1	1	0.02	0.02128	BP
GO:0009257	10-formyltetrahydrofolate biosynthetic p...	1	1	0.02	0.02128	BP
GO:0001692	histamine metabolic process	1	1	0.02	0.02128	BP
GO:0043042	amino acid adenylylation by nonribosomal...	1	1	0.02	0.02128	BP
GO:0006000	fructose metabolic process	1	1	0.02	0.02128	BP
GO:0035314	scab formation	1	1	0.02	0.02128	BP
GO:0060189	positive regulation of protein desumoyla...	1	1	0.02	0.02128	BP
GO:0002229	defense response to oomycetes	1	1	0.02	0.02128	BP
GO:2001168	positive regulation of histone H2B ubiqu...	1	1	0.02	0.02128	BP
GO:0043604	amide biosynthetic process	400	7	8.51	0.02304	BP
GO:0010469	regulation of signaling receptor activit...	34	4	0.72	0.02680	BP
GO:0046148	pigment biosynthetic process	49	7	1.04	0.02801	BP
GO:0007179	transforming growth factor beta receptor...	19	4	0.4	0.02915	BP
GO:0045751	negative regulation of Toll signaling pa...	13	2	0.28	0.03005	BP
GO:0006633	fatty acid biosynthetic process	34	3	0.72	0.03481	BP
GO:0008063	Toll signaling pathway	36	5	0.77	0.03776	BP
GO:0018107	peptidyl-threonine phosphorylation	15	2	0.32	0.03935	BP
GO:0006568	tryptophan metabolic process	6	3	0.13	0.04142	BP
GO:0046653	tetrahydrofolate metabolic process	4	2	0.09	0.04177	BP
GO:0008205	ecdysone metabolic process	13	2	0.28	0.04183	BP
GO:0035165	embryonic crystal cell differentiation	2	1	0.04	0.04211	BP
GO:0015871	choline transport	2	1	0.04	0.04211	BP
GO:0097298	regulation of nucleus size	2	1	0.04	0.04211	BP
GO:0019441	tryptophan catabolic process to kynureni...	2	1	0.04	0.04211	BP
GO:0097240	chromosome attachment to the nuclear env...	2	1	0.04	0.04211	BP
