GO.ID	Term	Annotated	Significant	Expected	weightFisher	Ontology
GO:0042438	melanin biosynthetic process	4	2	0.01	6.4e-05	BP
GO:0010951	negative regulation of endopeptidase act...	17	2	0.06	0.0014	BP
GO:1902616	acyl carnitine transmembrane transport	1	1	0	0.0034	BP
GO:0007526	larval somatic muscle development	31	2	0.1	0.0047	BP
GO:0048067	cuticle pigmentation	34	2	0.11	0.0056	BP
GO:0034761	positive regulation of iron ion transmem...	2	1	0.01	0.0067	BP
GO:0071421	manganese ion transmembrane transport	2	1	0.01	0.0067	BP
GO:0035009	negative regulation of melanization defe...	2	1	0.01	0.0067	BP
GO:0060586	multicellular organismal iron ion homeos...	2	1	0.01	0.0067	BP
GO:0006965	positive regulation of biosynthetic proc...	3	1	0.01	0.0100	BP
GO:0035434	copper ion transmembrane transport	3	1	0.01	0.0100	BP
GO:0046718	viral entry into host cell	3	1	0.01	0.0100	BP
GO:0015677	copper ion import	4	1	0.01	0.0134	BP
GO:0033212	iron import into cell	4	1	0.01	0.0134	BP
GO:0045752	positive regulation of Toll signaling pa...	5	1	0.02	0.0167	BP
GO:0006967	positive regulation of antifungal peptid...	5	1	0.02	0.0167	BP
GO:0048526	imaginal disc-derived wing expansion	6	1	0.02	0.0200	BP
GO:0050916	sensory perception of sweet taste	6	1	0.02	0.0200	BP
GO:0009620	response to fungus	46	2	0.15	0.0253	BP
GO:0000578	embryonic axis specification	121	2	0.41	0.0256	BP
GO:0000023	maltose metabolic process	8	1	0.03	0.0266	BP
GO:0046835	carbohydrate phosphorylation	9	1	0.03	0.0298	BP
GO:0055070	copper ion homeostasis	9	1	0.03	0.0298	BP
GO:0072488	ammonium transmembrane transport	9	1	0.03	0.0298	BP
GO:0007519	skeletal muscle tissue development	10	1	0.03	0.0331	BP
GO:0009631	cold acclimation	12	1	0.04	0.0396	BP
GO:0045751	negative regulation of Toll signaling pa...	13	1	0.04	0.0428	BP
GO:0006607	NLS-bearing protein import into nucleus	13	1	0.04	0.0428	BP
GO:0015695	organic cation transport	13	1	0.04	0.0428	BP
GO:0043248	proteasome assembly	15	1	0.05	0.0492	BP
GO:0034605	cellular response to heat	16	1	0.05	0.0524	BP
GO:0010529	negative regulation of transposition	17	1	0.06	0.0556	BP
GO:0007465	R7 cell fate commitment	18	1	0.06	0.0588	BP
GO:0014706	striated muscle tissue development	23	1	0.08	0.0746	BP
GO:0045187	regulation of circadian sleep/wake cycle...	27	1	0.09	0.0870	BP
GO:0008293	torso signaling pathway	27	1	0.09	0.0870	BP
GO:0006099	tricarboxylic acid cycle	29	1	0.1	0.0931	BP
GO:0006101	citrate metabolic process	29	1	0.1	0.0931	BP
GO:0010469	regulation of signaling receptor activit...	34	1	0.11	0.1083	BP
GO:0007310	oocyte dorsal/ventral axis specification	34	1	0.11	0.1083	BP
GO:0050829	defense response to Gram-negative bacter...	36	1	0.12	0.1143	BP
GO:0016999	antibiotic metabolic process	36	1	0.12	0.1143	BP
GO:0045087	innate immune response	102	2	0.34	0.1182	BP
GO:0048731	system development	1357	7	4.55	0.1206	BP
GO:0007474	imaginal disc-derived wing vein specific...	41	1	0.14	0.1292	BP
GO:0003333	amino acid transmembrane transport	41	1	0.14	0.1292	BP
GO:0007525	somatic muscle development	77	3	0.26	0.1296	BP
GO:0007520	myoblast fusion	44	1	0.15	0.1380	BP
GO:0008586	imaginal disc-derived wing vein morphoge...	44	1	0.15	0.1380	BP
GO:0031334	positive regulation of protein-containin...	45	1	0.15	0.1409	BP
GO:0008152	metabolic process	3408	13	11.44	0.1433	BP
GO:0019094	pole plasm mRNA localization	48	1	0.16	0.1496	BP
GO:0007409	axonogenesis	263	2	0.88	0.1531	BP
GO:0032869	cellular response to insulin stimulus	54	1	0.18	0.1668	BP
GO:0008045	motor neuron axon guidance	55	1	0.18	0.1696	BP
