GO.ID	Term	Annotated	Significant	Expected	weightFisher	Ontology
GO:0007052	mitotic spindle organization	61	19	2.57	4.1e-12	BP
GO:0071103	DNA conformation change	88	18	3.71	8.8e-09	BP
GO:0007088	regulation of mitotic nuclear division	49	14	2.06	2.4e-08	BP
GO:0000281	mitotic cytokinesis	54	13	2.28	2.2e-07	BP
GO:0044703	multi-organism reproductive process	740	56	31.18	1.9e-06	BP
GO:0016321	female meiosis chromosome segregation	13	6	0.55	7.0e-06	BP
GO:0035044	sperm aster formation	3	3	0.13	7.4e-05	BP
GO:0007140	male meiotic nuclear division	56	8	2.36	7.7e-05	BP
GO:0007100	mitotic centrosome separation	11	5	0.46	9.6e-05	BP
GO:0006325	chromatin organization	317	32	13.36	0.00010	BP
GO:0007307	eggshell chorion gene amplification	21	6	0.88	0.00017	BP
GO:0000916	actomyosin contractile ring contraction	14	5	0.59	0.00019	BP
GO:0007076	mitotic chromosome condensation	15	5	0.63	0.00027	BP
GO:0040029	regulation of gene expression, epigeneti...	122	13	5.14	0.00068	BP
GO:0000915	actomyosin contractile ring assembly	18	5	0.76	0.00069	BP
GO:0030261	chromosome condensation	43	11	1.81	0.00081	BP
GO:0035186	syncytial blastoderm mitotic cell cycle	19	5	0.8	0.00091	BP
GO:0000086	G2/M transition of mitotic cell cycle	29	7	1.22	0.00129	BP
GO:0006272	leading strand elongation	6	3	0.25	0.00134	BP
GO:0051231	spindle elongation	13	5	0.55	0.00173	BP
GO:0007144	female meiosis I	5	3	0.21	0.00175	BP
GO:0000920	septum digestion after cytokinesis	2	2	0.08	0.00177	BP
GO:0032837	distributive segregation	2	2	0.08	0.00177	BP
GO:0002229	defense response to oomycetes	2	2	0.08	0.00177	BP
GO:1903562	microtubule bundle formation involved in...	2	2	0.08	0.00177	BP
GO:1904667	negative regulation of ubiquitin protein...	2	2	0.08	0.00177	BP
GO:0006269	DNA replication, synthesis of RNA primer	2	2	0.08	0.00177	BP
GO:0035046	pronuclear migration	2	2	0.08	0.00177	BP
GO:0007018	microtubule-based movement	115	13	4.85	0.00210	BP
GO:0007346	regulation of mitotic cell cycle	158	26	6.66	0.00325	BP
GO:0007056	spindle assembly involved in female meio...	9	4	0.38	0.00507	BP
GO:0030422	production of siRNA involved in post-tra...	9	3	0.38	0.00513	BP
GO:0043150	DNA synthesis involved in double-strand ...	3	2	0.13	0.00515	BP
GO:0007344	pronuclear fusion	3	2	0.13	0.00515	BP
GO:0031054	pre-miRNA processing	3	2	0.13	0.00515	BP
GO:0035561	regulation of chromatin binding	3	2	0.13	0.00515	BP
GO:1901673	regulation of mitotic spindle assembly	3	2	0.13	0.00515	BP
GO:0090090	negative regulation of canonical Wnt sig...	28	5	1.18	0.00563	BP
GO:0006334	nucleosome assembly	18	4	0.76	0.00588	BP
GO:0071897	DNA biosynthetic process	48	13	2.02	0.00636	BP
GO:0048699	generation of neurons	669	32	28.19	0.00697	BP
GO:0016070	RNA metabolic process	1236	71	52.07	0.00709	BP
GO:0032465	regulation of cytokinesis	10	3	0.42	0.00711	BP
GO:0031145	anaphase-promoting complex-dependent cat...	10	3	0.42	0.00711	BP
GO:0007143	female meiotic nuclear division	35	15	1.47	0.00821	BP
GO:0070507	regulation of microtubule cytoskeleton o...	36	7	1.52	0.00850	BP
GO:0007526	larval somatic muscle development	31	5	1.31	0.00879	BP
GO:0008608	attachment of spindle microtubules to ki...	9	5	0.38	0.00978	BP
GO:0045835	negative regulation of meiotic nuclear d...	7	3	0.29	0.00994	BP
GO:0001556	oocyte maturation	4	2	0.17	0.01002	BP
GO:0051257	meiotic spindle midzone assembly	4	2	0.17	0.01002	BP
GO:0008584	male gonad development	4	2	0.17	0.01002	BP
GO:0097327	response to antineoplastic agent	4	2	0.17	0.01002	BP
GO:0051315	attachment of mitotic spindle microtubul...	4	2	0.17	0.01002	BP
GO:0035007	regulation of melanization defense respo...	4	2	0.17	0.01002	BP
GO:0006270	DNA replication initiation	13	4	0.55	0.01209	BP
GO:0000082	G1/S transition of mitotic cell cycle	35	4	1.47	0.01223	BP
GO:0006378	mRNA polyadenylation	26	5	1.1	0.01425	BP
GO:0033962	P-body assembly	13	3	0.55	0.01542	BP
GO:0006607	NLS-bearing protein import into nucleus	13	3	0.55	0.01542	BP
GO:0071359	cellular response to dsRNA	13	3	0.55	0.01542	BP
GO:0007091	metaphase/anaphase transition of mitotic...	24	5	1.01	0.01593	BP
GO:0010529	negative regulation of transposition	13	4	0.55	0.01601	BP
GO:0034587	piRNA metabolic process	8	3	0.34	0.01612	BP
GO:0035310	notum cell fate specification	5	2	0.21	0.01624	BP
GO:0035404	histone-serine phosphorylation	5	2	0.21	0.01624	BP
GO:0007352	zygotic specification of dorsal/ventral ...	5	2	0.21	0.01624	BP
GO:0006967	positive regulation of antifungal peptid...	5	2	0.21	0.01624	BP
GO:0060213	positive regulation of nuclear-transcrib...	5	2	0.21	0.01624	BP
GO:1900153	positive regulation of nuclear-transcrib...	5	2	0.21	0.01624	BP
GO:1902875	regulation of embryonic pattern specific...	25	5	1.05	0.01653	BP
GO:0007098	centrosome cycle	58	13	2.44	0.01718	BP
GO:0008298	intracellular mRNA localization	70	8	2.95	0.01842	BP
