GO.ID	Term	Annotated	Significant	Expected	weightFisher	Ontology
GO:0007052	mitotic spindle organization	61	18	2.36	2.6e-11	BP
GO:0044703	multi-organism reproductive process	740	63	28.61	1.4e-10	BP
GO:0000281	mitotic cytokinesis	54	13	2.09	8.0e-08	BP
GO:0007088	regulation of mitotic nuclear division	49	14	1.89	9.3e-08	BP
GO:0051257	meiotic spindle midzone assembly	4	4	0.15	2.2e-06	BP
GO:0007140	male meiotic nuclear division	56	9	2.17	1.7e-05	BP
GO:0007056	spindle assembly involved in female meio...	9	5	0.35	5.5e-05	BP
GO:0035044	sperm aster formation	3	3	0.12	5.7e-05	BP
GO:0007100	mitotic centrosome separation	11	5	0.43	6.8e-05	BP
GO:0016321	female meiosis chromosome segregation	13	5	0.5	8.2e-05	BP
GO:0007307	eggshell chorion gene amplification	21	6	0.81	0.00010	BP
GO:0000916	actomyosin contractile ring contraction	14	5	0.54	0.00012	BP
GO:0071103	DNA conformation change	88	12	3.4	0.00012	BP
GO:0007018	microtubule-based movement	115	13	4.45	0.00016	BP
GO:0001556	oocyte maturation	4	3	0.15	0.00022	BP
GO:0007091	metaphase/anaphase transition of mitotic...	24	6	0.93	0.00052	BP
GO:0060213	positive regulation of nuclear-transcrib...	5	3	0.19	0.00054	BP
GO:1900153	positive regulation of nuclear-transcrib...	5	3	0.19	0.00054	BP
GO:0006325	chromatin organization	317	28	12.26	0.00074	BP
GO:0035186	syncytial blastoderm mitotic cell cycle	19	6	0.73	0.00081	BP
GO:0030717	oocyte karyosome formation	21	5	0.81	0.00101	BP
GO:0002066	columnar/cuboidal epithelial cell develo...	243	20	9.4	0.00102	BP
GO:0000086	G2/M transition of mitotic cell cycle	29	5	1.12	0.00103	BP
GO:2000112	regulation of cellular macromolecule bio...	773	52	29.89	0.00110	BP
GO:0051231	spindle elongation	13	5	0.5	0.00145	BP
GO:0007144	female meiosis I	5	3	0.19	0.00148	BP
GO:0000920	septum digestion after cytokinesis	2	2	0.08	0.00149	BP
GO:0032837	distributive segregation	2	2	0.08	0.00149	BP
GO:0031887	lipid droplet transport along microtubul...	2	2	0.08	0.00149	BP
GO:1903562	microtubule bundle formation involved in...	2	2	0.08	0.00149	BP
GO:1904667	negative regulation of ubiquitin protein...	2	2	0.08	0.00149	BP
GO:0035046	pronuclear migration	2	2	0.08	0.00149	BP
GO:0007279	pole cell formation	14	4	0.54	0.00160	BP
GO:0030261	chromosome condensation	43	10	1.66	0.00174	BP
