GO.ID	Term	Annotated	Significant	Expected	weightFisher	Ontology
GO:0009167	purine ribonucleoside monophosphate meta...	92	37	7.12	1.1e-14	BP
GO:0009205	purine ribonucleoside triphosphate metab...	89	37	6.88	5.8e-14	BP
GO:0009150	purine ribonucleotide metabolic process	150	42	11.6	4.0e-13	BP
GO:0006120	mitochondrial electron transport, NADH t...	26	15	2.01	5.8e-11	BP
GO:0016310	phosphorylation	462	52	35.73	5.3e-09	BP
GO:0016999	antibiotic metabolic process	36	14	2.78	1.0e-07	BP
GO:0002181	cytoplasmic translation	108	25	8.35	4.1e-07	BP
GO:0006122	mitochondrial electron transport, ubiqui...	10	7	0.77	1.5e-06	BP
GO:0006101	citrate metabolic process	28	11	2.17	3.3e-06	BP
GO:0006099	tricarboxylic acid cycle	28	11	2.17	3.3e-06	BP
GO:0015985	energy coupled proton transport, down el...	19	9	1.47	4.2e-06	BP
GO:0009168	purine ribonucleoside monophosphate bios...	37	12	2.86	1.2e-05	BP
GO:0015986	proton motive force-driven ATP synthesis	19	9	1.47	5.7e-05	BP
GO:0006123	mitochondrial electron transport, cytoch...	3	3	0.23	0.00046	BP
GO:0040003	chitin-based cuticle development	61	10	4.72	0.00054	BP
GO:0055093	response to hyperoxia	7	4	0.54	0.00102	BP
GO:0006783	heme biosynthetic process	10	4	0.77	0.00508	BP
GO:0006990	positive regulation of transcription fro...	2	2	0.15	0.00597	BP
GO:0000461	endonucleolytic cleavage to generate mat...	2	2	0.15	0.00597	BP
GO:0006067	ethanol metabolic process	2	2	0.15	0.00597	BP
GO:0061867	establishment of mitotic spindle asymmet...	2	2	0.15	0.00597	BP
GO:0006839	mitochondrial transport	69	11	5.34	0.00734	BP
GO:0045333	cellular respiration	91	39	7.04	0.01552	BP
GO:0036490	regulation of translation in response to...	3	2	0.23	0.01698	BP
GO:0015867	ATP transport	3	2	0.23	0.01698	BP
GO:2001271	negative regulation of cysteine-type end...	3	2	0.23	0.01698	BP
GO:0030239	myofibril assembly	50	8	3.87	0.01894	BP
GO:0007629	flight behavior	15	4	1.16	0.02425	BP
GO:0006032	chitin catabolic process	15	4	1.16	0.02425	BP
GO:0000302	response to reactive oxygen species	14	4	1.08	0.02702	BP
GO:0042761	very long-chain fatty acid biosynthetic ...	9	3	0.7	0.02713	BP
GO:0008340	determination of adult lifespan	124	16	9.59	0.02842	BP
GO:0042420	dopamine catabolic process	4	2	0.31	0.03223	BP
GO:0045752	positive regulation of Toll signaling pa...	4	2	0.31	0.03223	BP
GO:0042776	proton motive force-driven mitochondrial...	4	2	0.31	0.03223	BP
GO:0060050	positive regulation of protein glycosyla...	4	2	0.31	0.03223	BP
GO:0015866	ADP transport	4	2	0.31	0.03223	BP
GO:0030706	germarium-derived oocyte differentiation	29	3	2.24	0.03238	BP
GO:0006979	response to oxidative stress	77	14	5.95	0.03443	BP
GO:0030536	larval feeding behavior	10	3	0.77	0.03658	BP
GO:0042866	pyruvate biosynthetic process	10	3	0.77	0.03658	BP
GO:0006511	ubiquitin-dependent protein catabolic pr...	191	14	14.77	0.03762	BP
GO:0010259	multicellular organism aging	129	16	9.98	0.03917	BP
GO:0006754	ATP biosynthetic process	34	13	2.63	0.04505	BP
GO:0008366	axon ensheathment	11	3	0.85	0.04748	BP
GO:0045035	sensory organ precursor cell division	11	3	0.85	0.04748	BP
GO:0042381	hemolymph coagulation	5	2	0.39	0.05100	BP
GO:0006384	transcription initiation from RNA polyme...	5	2	0.39	0.05100	BP
GO:0006121	mitochondrial electron transport, succin...	5	2	0.39	0.05100	BP
GO:1990001	inhibition of cysteine-type endopeptidas...	5	2	0.39	0.05100	BP
GO:0000447	endonucleolytic cleavage in ITS1 to sepa...	5	2	0.39	0.05100	BP
GO:0007406	negative regulation of neuroblast prolif...	27	5	2.09	0.05291	BP
GO:0006508	proteolysis	404	36	31.24	0.07033	BP
GO:0034625	fatty acid elongation, monounsaturated f...	6	2	0.46	0.07266	BP
GO:0034626	fatty acid elongation, polyunsaturated f...	6	2	0.46	0.07266	BP
GO:0032981	mitochondrial respiratory chain complex ...	6	2	0.46	0.07266	BP
GO:0019367	fatty acid elongation, saturated fatty a...	6	2	0.46	0.07266	BP
GO:0030382	sperm mitochondrion organization	6	2	0.46	0.07266	BP
GO:0006044	N-acetylglucosamine metabolic process	6	2	0.46	0.07266	BP
GO:0035070	salivary gland histolysis	29	3	2.24	0.07291	BP
GO:0031398	positive regulation of protein ubiquitin...	13	3	1.01	0.07341	BP
GO:0000289	nuclear-transcribed mRNA poly(A) tail sh...	13	3	1.01	0.07341	BP
GO:0006607	NLS-bearing protein import into nucleus	13	3	1.01	0.07341	BP
GO:0051295	establishment of meiotic spindle localiz...	3	2	0.23	0.07717	BP
GO:0098534	centriole assembly	20	3	1.55	0.07723	BP
GO:0033619	membrane protein proteolysis	11	2	0.85	0.07729	BP
GO:0044648	histone H3-K4 dimethylation	1	1	0.08	0.07734	BP
GO:1905306	positive regulation of cardiac myofibril...	1	1	0.08	0.07734	BP
GO:0035352	NAD transmembrane transport	1	1	0.08	0.07734	BP
GO:0042953	lipoprotein transport	1	1	0.08	0.07734	BP
GO:0035989	tendon development	1	1	0.08	0.07734	BP
GO:0035971	peptidyl-histidine dephosphorylation	1	1	0.08	0.07734	BP
GO:0033215	reductive iron assimilation	1	1	0.08	0.07734	BP
GO:0071000	response to magnetism	1	1	0.08	0.07734	BP
GO:2000433	positive regulation of cytokinesis, acto...	1	1	0.08	0.07734	BP
GO:0032353	negative regulation of hormone biosynthe...	1	1	0.08	0.07734	BP
GO:0042429	serotonin catabolic process	1	1	0.08	0.07734	BP
GO:0070896	positive regulation of transposon integr...	1	1	0.08	0.07734	BP
GO:0061621	canonical glycolysis	1	1	0.08	0.07734	BP
GO:1901006	ubiquinone-6 biosynthetic process	1	1	0.08	0.07734	BP
GO:0032471	negative regulation of endoplasmic retic...	1	1	0.08	0.07734	BP
GO:0051686	establishment of ER localization	1	1	0.08	0.07734	BP
GO:0015908	fatty acid transport	1	1	0.08	0.07734	BP
GO:0035291	specification of segmental identity, int...	1	1	0.08	0.07734	BP
GO:0002092	positive regulation of receptor internal...	1	1	0.08	0.07734	BP
GO:0006407	rRNA export from nucleus	1	1	0.08	0.07734	BP
