GO.ID	Term	Annotated	Significant	Expected	weightFisher	Ontology
GO:0007052	mitotic spindle organization	61	28	9.36	1.1e-08	BP
GO:0071103	DNA conformation change	88	33	13.5	3.4e-08	BP
GO:0007307	eggshell chorion gene amplification	21	12	3.22	1.2e-05	BP
GO:0007088	regulation of mitotic nuclear division	49	20	7.52	2.0e-05	BP
GO:0044703	multi-organism reproductive process	748	146	114.76	0.00013	BP
GO:0030261	chromosome condensation	43	20	6.6	0.00035	BP
GO:0006309	apoptotic DNA fragmentation	6	5	0.92	0.00044	BP
GO:0007076	mitotic chromosome condensation	15	8	2.3	0.00070	BP
GO:0006270	DNA replication initiation	13	8	1.99	0.00076	BP
GO:0034645	cellular macromolecule biosynthetic proc...	1230	207	188.71	0.00082	BP
GO:0006378	mRNA polyadenylation	26	12	3.99	0.00114	BP
GO:0016321	female meiosis chromosome segregation	13	7	1.99	0.00143	BP
GO:0070507	regulation of microtubule cytoskeleton o...	36	14	5.52	0.00193	BP
GO:0000281	mitotic cytokinesis	54	17	8.28	0.00212	BP
GO:0030717	oocyte karyosome formation	21	9	3.22	0.00232	BP
GO:0007279	pole cell formation	14	7	2.15	0.00249	BP
GO:0051298	centrosome duplication	27	12	4.14	0.00306	BP
GO:0006325	chromatin organization	318	72	48.79	0.00340	BP
GO:0009263	deoxyribonucleotide biosynthetic process	6	6	0.92	0.00357	BP
GO:0000154	rRNA modification	26	7	3.99	0.00359	BP
GO:0042065	glial cell growth	7	4	1.07	0.00359	BP
GO:0035044	sperm aster formation	3	3	0.46	0.00360	BP
GO:0007344	pronuclear fusion	3	3	0.46	0.00360	BP
GO:0006583	melanin biosynthetic process from tyrosi...	3	3	0.46	0.00360	BP
GO:0035186	syncytial blastoderm mitotic cell cycle	19	9	2.91	0.00509	BP
GO:0000915	actomyosin contractile ring assembly	18	8	2.76	0.00623	BP
GO:0006272	leading strand elongation	6	4	0.92	0.00637	BP
GO:0007140	male meiotic nuclear division	57	13	8.74	0.00833	BP
GO:0006260	DNA replication	77	31	11.81	0.01213	BP
GO:0008298	intracellular mRNA localization	70	19	10.74	0.01240	BP
GO:0016571	histone methylation	48	12	7.36	0.01264	BP
GO:0042023	DNA endoreduplication	17	7	2.61	0.01270	BP
GO:0034969	histone arginine methylation	5	4	0.77	0.01271	BP
GO:0001556	oocyte maturation	4	3	0.61	0.01275	BP
GO:0019919	peptidyl-arginine methylation, to asymme...	4	3	0.61	0.01275	BP
GO:0007100	mitotic centrosome separation	11	6	1.69	0.01298	BP
GO:2000112	regulation of cellular macromolecule bio...	779	152	119.51	0.01329	BP
GO:0016070	RNA metabolic process	1241	223	190.4	0.01412	BP
GO:0040003	chitin-based cuticle development	63	15	9.67	0.01561	BP
GO:0007349	cellularization	76	20	11.66	0.01661	BP
GO:0007018	microtubule-based movement	117	25	17.95	0.01676	BP
GO:0045931	positive regulation of mitotic cell cycl...	32	12	4.91	0.01700	BP
GO:0016973	poly(A)+ mRNA export from nucleus	11	5	1.69	0.01734	BP
GO:1900087	positive regulation of G1/S transition o...	8	4	1.23	0.02299	BP
GO:0051231	spindle elongation	13	6	1.99	0.02338	BP
GO:0007144	female meiosis I	5	4	0.77	0.02342	BP
GO:0016486	peptide hormone processing	3	3	0.46	0.02346	BP
GO:0002807	positive regulation of antimicrobial pep...	15	4	2.3	0.02351	BP
GO:1903220	positive regulation of malate dehydrogen...	2	2	0.31	0.02351	BP
GO:0006990	positive regulation of transcription fro...	2	2	0.31	0.02351	BP
GO:0035092	sperm DNA condensation	2	2	0.31	0.02351	BP
GO:0002229	defense response to oomycetes	2	2	0.31	0.02351	BP
GO:0035046	pronuclear migration	2	2	0.31	0.02351	BP
GO:0042249	establishment of planar polarity of embr...	2	2	0.31	0.02351	BP
GO:0031887	lipid droplet transport along microtubul...	2	2	0.31	0.02351	BP
GO:0006067	ethanol metabolic process	2	2	0.31	0.02351	BP
GO:0042797	tRNA transcription by RNA polymerase III	2	2	0.31	0.02351	BP
