GO.ID	Term	Annotated	Significant	Expected	weightFisher	Ontology
GO:0007052	mitotic spindle organization	61	16	2.28	3.3e-10	BP
GO:0071103	DNA conformation change	88	16	3.28	1.0e-07	BP
GO:0000281	mitotic cytokinesis	54	12	2.02	4.5e-07	BP
GO:0044703	multi-organism reproductive process	740	53	27.62	4.7e-07	BP
GO:0030261	chromosome condensation	43	11	1.6	4.9e-05	BP
GO:0031054	pre-miRNA processing	3	3	0.11	5.1e-05	BP
GO:0035044	sperm aster formation	3	3	0.11	5.1e-05	BP
GO:0007100	mitotic centrosome separation	11	5	0.41	5.9e-05	BP
GO:0007307	eggshell chorion gene amplification	21	6	0.78	8.5e-05	BP
GO:0006325	chromatin organization	317	30	11.83	0.00012	BP
GO:0030422	production of siRNA involved in post-tra...	9	4	0.34	0.00020	BP
GO:0040029	regulation of gene expression, epigeneti...	122	13	4.55	0.00035	BP
GO:0007088	regulation of mitotic nuclear division	49	10	1.83	0.00039	BP
GO:0035186	syncytial blastoderm mitotic cell cycle	19	5	0.71	0.00052	BP
GO:0000086	G2/M transition of mitotic cell cycle	29	5	1.08	0.00093	BP
GO:0006272	leading strand elongation	6	3	0.22	0.00094	BP
GO:0016321	female meiosis chromosome segregation	13	4	0.49	0.00103	BP
GO:0071359	cellular response to dsRNA	13	4	0.49	0.00103	BP
GO:0007144	female meiosis I	5	3	0.19	0.00137	BP
GO:0000920	septum digestion after cytokinesis	2	2	0.07	0.00139	BP
GO:0032837	distributive segregation	2	2	0.07	0.00139	BP
GO:1904667	negative regulation of ubiquitin protein...	2	2	0.07	0.00139	BP
GO:0035046	pronuclear migration	2	2	0.07	0.00139	BP
GO:0000916	actomyosin contractile ring contraction	14	4	0.52	0.00140	BP
GO:0007346	regulation of mitotic cell cycle	158	22	5.9	0.00185	BP
GO:0007076	mitotic chromosome condensation	15	4	0.56	0.00186	BP
GO:0000915	actomyosin contractile ring assembly	18	4	0.67	0.00381	BP
GO:0006334	nucleosome assembly	18	4	0.67	0.00381	BP
GO:0007056	spindle assembly involved in female meio...	9	4	0.34	0.00398	BP
GO:0043150	DNA synthesis involved in double-strand ...	3	2	0.11	0.00406	BP
GO:0007344	pronuclear fusion	3	2	0.11	0.00406	BP
GO:0035561	regulation of chromatin binding	3	2	0.11	0.00406	BP
GO:1901673	regulation of mitotic spindle assembly	3	2	0.11	0.00406	BP
GO:0016070	RNA metabolic process	1236	66	46.13	0.00476	BP
GO:0032465	regulation of cytokinesis	10	3	0.37	0.00506	BP
GO:0031145	anaphase-promoting complex-dependent cat...	10	3	0.37	0.00506	BP
GO:0007143	female meiotic nuclear division	35	13	1.31	0.00591	BP
GO:2000112	regulation of cellular macromolecule bio...	773	46	28.85	0.00629	BP
