GO.ID	Term	Annotated	Significant	Expected	weightFisher	Ontology
GO:0009167	purine ribonucleoside monophosphate meta...	92	37	10.59	9.4e-11	BP
GO:0009205	purine ribonucleoside triphosphate metab...	89	37	10.25	4.2e-10	BP
GO:0009150	purine ribonucleotide metabolic process	150	42	17.27	2.7e-09	BP
GO:0006120	mitochondrial electron transport, NADH t...	26	15	2.99	1.6e-08	BP
GO:0016999	antibiotic metabolic process	36	16	4.14	2.1e-07	BP
GO:0007052	mitotic spindle organization	61	22	7.02	8.4e-07	BP
GO:0006099	tricarboxylic acid cycle	28	13	3.22	4.0e-06	BP
GO:0006101	citrate metabolic process	28	13	3.22	4.0e-06	BP
GO:0007088	regulation of mitotic nuclear division	49	17	5.64	5.9e-06	BP
GO:0016310	phosphorylation	463	78	53.3	1.3e-05	BP
GO:0006122	mitochondrial electron transport, ubiqui...	10	7	1.15	2.3e-05	BP
GO:0002181	cytoplasmic translation	108	26	12.43	6.7e-05	BP
GO:0000281	mitotic cytokinesis	54	17	6.22	6.8e-05	BP
GO:0015985	energy coupled proton transport, down el...	19	9	2.19	0.00011	BP
GO:0051257	meiotic spindle midzone assembly	4	4	0.46	0.00017	BP
GO:0009168	purine ribonucleoside monophosphate bios...	37	12	4.26	0.00059	BP
GO:0015986	proton motive force-driven ATP synthesis	19	9	2.19	0.00071	BP
GO:0044703	multi-organism reproductive process	748	108	86.1	0.00148	BP
GO:0007056	spindle assembly involved in female meio...	9	6	1.04	0.00150	BP
GO:0007344	pronuclear fusion	3	3	0.35	0.00152	BP
GO:0035044	sperm aster formation	3	3	0.35	0.00152	BP
GO:0031054	pre-miRNA processing	3	3	0.35	0.00152	BP
GO:0006123	mitochondrial electron transport, cytoch...	3	3	0.35	0.00152	BP
GO:0007307	eggshell chorion gene amplification	21	8	2.42	0.00152	BP
GO:0006607	NLS-bearing protein import into nucleus	13	6	1.5	0.00191	BP
GO:0016321	female meiosis chromosome segregation	13	6	1.5	0.00191	BP
GO:0071103	DNA conformation change	88	20	10.13	0.00194	BP
GO:0006325	chromatin organization	318	54	36.61	0.00211	BP
GO:0030261	chromosome condensation	43	14	4.95	0.00387	BP
GO:0007100	mitotic centrosome separation	11	6	1.27	0.00453	BP
GO:0055093	response to hyperoxia	7	4	0.81	0.00457	BP
GO:0007140	male meiotic nuclear division	57	13	6.56	0.00497	BP
GO:0001556	oocyte maturation	4	3	0.46	0.00555	BP
GO:0000915	actomyosin contractile ring assembly	18	7	2.07	0.00654	BP
GO:0006270	DNA replication initiation	13	6	1.5	0.00783	BP
GO:0040003	chitin-based cuticle development	63	12	7.25	0.00891	BP
GO:0070507	regulation of microtubule cytoskeleton o...	36	12	4.14	0.00892	BP
GO:0007098	centrosome cycle	58	21	6.68	0.01076	BP
GO:0006378	mRNA polyadenylation	26	8	2.99	0.01207	BP
GO:0007018	microtubule-based movement	117	17	13.47	0.01223	BP
GO:0007091	metaphase/anaphase transition of mitotic...	24	7	2.76	0.01259	BP
GO:0035310	notum cell fate specification	5	3	0.58	0.01270	BP
GO:1900153	positive regulation of nuclear-transcrib...	5	3	0.58	0.01270	BP
GO:0060213	positive regulation of nuclear-transcrib...	5	3	0.58	0.01270	BP
GO:0051231	spindle elongation	13	6	1.5	0.01311	BP
GO:0007144	female meiosis I	5	4	0.58	0.01316	BP
GO:0042797	tRNA transcription by RNA polymerase III	2	2	0.23	0.01323	BP
GO:0030954	astral microtubule nucleation	2	2	0.23	0.01323	BP
GO:0006597	spermine biosynthetic process	2	2	0.23	0.01323	BP
GO:0035046	pronuclear migration	2	2	0.23	0.01323	BP
GO:0031887	lipid droplet transport along microtubul...	2	2	0.23	0.01323	BP
GO:0051664	nuclear pore localization	2	2	0.23	0.01323	BP
GO:0000461	endonucleolytic cleavage to generate mat...	2	2	0.23	0.01323	BP
GO:0006067	ethanol metabolic process	2	2	0.23	0.01323	BP
GO:1903562	microtubule bundle formation involved in...	2	2	0.23	0.01323	BP
GO:0006990	positive regulation of transcription fro...	2	2	0.23	0.01323	BP
GO:0032837	distributive segregation	2	2	0.23	0.01323	BP
GO:0061867	establishment of mitotic spindle asymmet...	2	2	0.23	0.01323	BP
GO:0007065	male meiosis sister chromatid cohesion	2	2	0.23	0.01323	BP
GO:0007079	mitotic chromosome movement towards spin...	2	2	0.23	0.01323	BP
GO:1904667	negative regulation of ubiquitin protein...	2	2	0.23	0.01323	BP
GO:0000920	septum digestion after cytokinesis	2	2	0.23	0.01323	BP
GO:0032465	regulation of cytokinesis	10	5	1.15	0.01356	BP
GO:0030422	production of siRNA involved in post-tra...	9	4	1.04	0.01363	BP
GO:0007099	centriole replication	19	6	2.19	0.01634	BP
GO:0007279	pole cell formation	14	5	1.61	0.01639	BP
GO:0000916	actomyosin contractile ring contraction	14	5	1.61	0.01639	BP
GO:0007143	female meiotic nuclear division	35	19	4.03	0.01928	BP
GO:0009631	cold acclimation	10	4	1.15	0.02067	BP
GO:0030536	larval feeding behavior	10	4	1.15	0.02067	BP
GO:0006783	heme biosynthetic process	10	4	1.15	0.02067	BP
GO:0000086	G2/M transition of mitotic cell cycle	29	8	3.34	0.02299	BP
