GO.ID	Term	Annotated	Significant	Expected	weightFisher	Ontology
GO:0006583	melanin biosynthetic process from tyrosi...	3	3	0.34	0.0014	BP
GO:0040003	chitin-based cuticle development	61	13	6.84	0.0014	BP
GO:0034969	histone arginine methylation	5	4	0.56	0.0051	BP
GO:0019919	peptidyl-arginine methylation, to asymme...	4	3	0.45	0.0051	BP
GO:0010720	positive regulation of cell development	92	13	10.32	0.0071	BP
GO:0051298	centrosome duplication	27	7	3.03	0.0075	BP
GO:0006974	cellular response to DNA damage stimulus	151	17	16.94	0.0107	BP
GO:0006264	mitochondrial DNA replication	5	3	0.56	0.0118	BP
GO:0030239	myofibril assembly	50	12	5.61	0.0122	BP
GO:0035092	sperm DNA condensation	2	2	0.22	0.0126	BP
GO:0006597	spermine biosynthetic process	2	2	0.22	0.0126	BP
GO:1903220	positive regulation of malate dehydrogen...	2	2	0.22	0.0126	BP
GO:0006067	ethanol metabolic process	2	2	0.22	0.0126	BP
GO:0006990	positive regulation of transcription fro...	2	2	0.22	0.0126	BP
GO:0051900	regulation of mitochondrial depolarizati...	2	2	0.22	0.0126	BP
GO:0034080	CENP-A containing chromatin assembly	2	2	0.22	0.0126	BP
GO:1990809	endoplasmic reticulum tubular network me...	2	2	0.22	0.0126	BP
GO:0090383	phagosome acidification	2	2	0.22	0.0126	BP
GO:0060415	muscle tissue morphogenesis	2	2	0.22	0.0126	BP
GO:0006438	valyl-tRNA aminoacylation	2	2	0.22	0.0126	BP
GO:0051296	establishment of meiotic spindle orienta...	2	2	0.22	0.0126	BP
GO:0042249	establishment of planar polarity of embr...	2	2	0.22	0.0126	BP
GO:0016056	rhodopsin mediated signaling pathway	14	3	1.57	0.0126	BP
GO:0006338	chromatin remodeling	87	16	9.76	0.0179	BP
GO:0045476	nurse cell apoptotic process	20	6	2.24	0.0188	BP
GO:0035076	ecdysone receptor-mediated signaling pat...	10	4	1.12	0.0189	BP
GO:0034645	cellular macromolecule biosynthetic proc...	1224	144	137.28	0.0208	BP
GO:0016567	protein ubiquitination	160	21	17.95	0.0213	BP
GO:0051260	protein homooligomerization	9	4	1.01	0.0216	BP
GO:0006309	apoptotic DNA fragmentation	6	3	0.67	0.0216	BP
GO:0007307	eggshell chorion gene amplification	21	6	2.36	0.0241	BP
GO:0030717	oocyte karyosome formation	21	6	2.36	0.0241	BP
GO:0071103	DNA conformation change	88	15	9.87	0.0330	BP
GO:0048515	spermatid differentiation	78	12	8.75	0.0346	BP
GO:0000154	rRNA modification	26	6	2.92	0.0347	BP
GO:0007348	regulation of syncytial blastoderm mitot...	7	3	0.79	0.0348	BP
GO:0055093	response to hyperoxia	7	3	0.79	0.0348	BP
GO:0009263	deoxyribonucleotide biosynthetic process	6	3	0.67	0.0348	BP
GO:0042065	glial cell growth	7	3	0.79	0.0348	BP
GO:2001269	positive regulation of cysteine-type end...	3	2	0.34	0.0349	BP
GO:0042823	pyridoxal phosphate biosynthetic process	3	2	0.34	0.0349	BP
GO:0001845	phagolysosome assembly	3	2	0.34	0.0349	BP
GO:0000244	spliceosomal tri-snRNP complex assembly	3	2	0.34	0.0349	BP
GO:0035193	larval central nervous system remodeling	3	2	0.34	0.0349	BP
GO:0030719	P granule organization	3	2	0.34	0.0349	BP
GO:0036490	regulation of translation in response to...	3	2	0.34	0.0349	BP
GO:0036228	protein localization to nuclear inner me...	3	2	0.34	0.0349	BP
GO:0007015	actin filament organization	119	21	13.35	0.0351	BP
GO:0007349	cellularization	75	14	8.41	0.0364	BP
GO:0006378	mRNA polyadenylation	26	7	2.92	0.0368	BP
GO:0035072	ecdysone-mediated induction of salivary ...	12	4	1.35	0.0372	BP
GO:0006936	muscle contraction	22	5	2.47	0.0372	BP
GO:0045475	locomotor rhythm	49	10	5.5	0.0455	BP
GO:0000470	maturation of LSU-rRNA	21	5	2.36	0.0490	BP
GO:0006270	DNA replication initiation	13	4	1.46	0.0491	BP
GO:0000289	nuclear-transcribed mRNA poly(A) tail sh...	13	4	1.46	0.0510	BP
GO:1900087	positive regulation of G1/S transition o...	8	3	0.9	0.0511	BP
GO:0046672	positive regulation of compound eye reti...	8	3	0.9	0.0511	BP
GO:0006207	'de novo' pyrimidine nucleobase biosynth...	8	3	0.9	0.0511	BP
GO:0035220	wing disc development	314	28	35.22	0.0577	BP
GO:0045793	positive regulation of cell size	32	7	3.59	0.0600	BP
GO:0045893	positive regulation of transcription, DN...	287	36	32.19	0.0608	BP
GO:0007279	pole cell formation	14	4	1.57	0.0628	BP
GO:0035282	segmentation	192	25	21.53	0.0642	BP
GO:0016571	histone methylation	48	8	5.38	0.0644	BP
GO:1900182	positive regulation of protein localizat...	8	3	0.9	0.0645	BP
GO:0010165	response to X-ray	9	3	1.01	0.0645	BP
GO:0070374	positive regulation of ERK1 and ERK2 cas...	4	2	0.45	0.0646	BP
GO:0060050	positive regulation of protein glycosyla...	4	2	0.45	0.0646	BP
GO:0009608	response to symbiont	4	2	0.45	0.0646	BP
GO:0097254	renal tubular secretion	4	2	0.45	0.0646	BP
GO:0006117	acetaldehyde metabolic process	4	2	0.45	0.0646	BP
GO:0060298	positive regulation of sarcomere organiz...	4	2	0.45	0.0646	BP
GO:0030037	actin filament reorganization involved i...	4	2	0.45	0.0646	BP
GO:0000027	ribosomal large subunit assembly	20	5	2.24	0.0650	BP
GO:0008380	RNA splicing	218	24	24.45	0.0650	BP
GO:0042048	olfactory behavior	55	8	6.17	0.0654	BP
GO:0046903	secretion	177	11	19.85	0.0668	BP
GO:0045498	sex comb development	9	3	1.01	0.0704	BP
GO:0035041	sperm DNA decondensation	9	3	1.01	0.0704	BP
GO:0007406	negative regulation of neuroblast prolif...	27	6	3.03	0.0741	BP
GO:0006633	fatty acid biosynthetic process	32	7	3.59	0.0774	BP
GO:0007629	flight behavior	15	4	1.68	0.0783	BP
GO:0035725	sodium ion transmembrane transport	48	9	5.38	0.0825	BP
GO:0007420	brain development	87	17	9.76	0.0893	BP
GO:0098656	anion transmembrane transport	119	17	13.35	0.0901	BP
GO:0000387	spliceosomal snRNP assembly	13	5	1.46	0.0918	BP
GO:0018990	ecdysis, chitin-based cuticle	10	3	1.12	0.0925	BP
GO:0043171	peptide catabolic process	10	3	1.12	0.0925	BP
GO:0009631	cold acclimation	10	3	1.12	0.0925	BP
GO:0008362	chitin-based embryonic cuticle biosynthe...	16	4	1.79	0.0956	BP
GO:0042023	DNA endoreduplication	16	4	1.79	0.0956	BP
GO:0043524	negative regulation of neuron apoptotic ...	16	4	1.79	0.0956	BP
GO:0006999	nuclear pore organization	9	3	1.01	0.0996	BP
GO:0006379	mRNA cleavage	9	3	1.01	0.0996	BP
GO:0030950	establishment or maintenance of actin cy...	5	2	0.56	0.0998	BP
GO:0010226	response to lithium ion	5	2	0.56	0.0998	BP
GO:0046498	S-adenosylhomocysteine metabolic process	5	2	0.56	0.0998	BP
GO:0046439	L-cysteine metabolic process	5	2	0.56	0.0998	BP
GO:0033353	S-adenosylmethionine cycle	5	2	0.56	0.0998	BP
GO:0042940	D-amino acid transport	5	2	0.56	0.0998	BP
GO:2000253	positive regulation of feeding behavior	5	2	0.56	0.0998	BP
GO:0035103	sterol regulatory element binding protei...	5	2	0.56	0.0998	BP
GO:0006384	transcription initiation from RNA polyme...	5	2	0.56	0.0998	BP
GO:0061512	protein localization to cilium	5	2	0.56	0.0998	BP
GO:0048024	regulation of mRNA splicing, via spliceo...	48	5	5.38	0.1004	BP
GO:0016999	antibiotic metabolic process	36	7	4.04	0.1013	BP
GO:2000112	regulation of cellular macromolecule bio...	773	101	86.7	0.1077	BP
GO:0048869	cellular developmental process	1303	154	146.14	0.1104	BP
GO:0009893	positive regulation of metabolic process	610	74	68.42	0.1111	BP
GO:0031123	RNA 3'-end processing	62	12	6.95	0.1113	BP
GO:0051295	establishment of meiotic spindle localiz...	3	3	0.34	0.1118	BP
GO:0060049	regulation of protein glycosylation	5	3	0.56	0.1119	BP
