GO.ID	Term	Annotated	Significant	Expected	weightFisher	Ontology
GO:0010951	negative regulation of endopeptidase act...	10	3	0.14	0.00028	BP
GO:0050830	defense response to Gram-positive bacter...	12	3	0.17	0.00051	BP
GO:0045087	innate immune response	104	7	1.44	0.00171	BP
GO:0006967	positive regulation of antifungal peptid...	6	2	0.08	0.00273	BP
GO:0009620	response to fungus	43	5	0.59	0.00466	BP
GO:0008152	metabolic process	3318	44	45.85	0.00475	BP
GO:0045751	negative regulation of Toll signaling pa...	9	2	0.12	0.00637	BP
GO:0016201	synaptic target inhibition	10	2	0.14	0.00789	BP
GO:0007416	synapse assembly	153	6	2.11	0.01258	BP
GO:0035007	regulation of melanization defense respo...	3	2	0.04	0.01363	BP
GO:0038084	vascular endothelial growth factor signa...	1	1	0.01	0.01382	BP
GO:0009257	10-formyltetrahydrofolate biosynthetic p...	1	1	0.01	0.01382	BP
GO:0071938	vitamin A transport	1	1	0.01	0.01382	BP
GO:0033215	reductive iron assimilation	1	1	0.01	0.01382	BP
GO:0002229	defense response to oomycetes	1	1	0.01	0.01382	BP
GO:0006554	lysine catabolic process	1	1	0.01	0.01382	BP
GO:0006585	dopamine biosynthetic process from tyros...	1	1	0.01	0.01382	BP
GO:0006587	serotonin biosynthetic process from tryp...	1	1	0.01	0.01382	BP
GO:0034633	retinol transport	1	1	0.01	0.01382	BP
GO:0006043	glucosamine catabolic process	1	1	0.01	0.01382	BP
GO:0046948	hydroxylysine catabolic process	1	1	0.01	0.01382	BP
GO:0097118	neuroligin clustering involved in postsy...	1	1	0.01	0.01382	BP
GO:0008063	Toll signaling pathway	32	5	0.44	0.02081	BP
GO:0007618	mating	77	4	1.06	0.02128	BP
GO:0030097	hemopoiesis	73	3	1.01	0.02227	BP
GO:0015718	monocarboxylic acid transport	18	2	0.25	0.02498	BP
GO:0035009	negative regulation of melanization defe...	2	1	0.03	0.02745	BP
GO:2000305	semaphorin-plexin signaling pathway invo...	2	1	0.03	0.02745	BP
GO:0035106	operant conditioning	2	1	0.03	0.02745	BP
GO:2001240	negative regulation of extrinsic apoptot...	2	1	0.03	0.02745	BP
GO:0060586	multicellular organismal iron ion homeos...	2	1	0.03	0.02745	BP
GO:0045739	positive regulation of DNA repair	2	1	0.03	0.02745	BP
GO:0070285	pigment cell development	2	1	0.03	0.02745	BP
GO:0071421	manganese ion transmembrane transport	2	1	0.03	0.02745	BP
GO:1990592	protein K69-linked ufmylation	2	1	0.03	0.02745	BP
GO:0018095	protein polyglutamylation	2	1	0.03	0.02745	BP
GO:0016576	histone dephosphorylation	2	1	0.03	0.02745	BP
GO:0034761	positive regulation of iron ion transmem...	2	1	0.03	0.02745	BP
GO:0007280	pole cell migration	19	2	0.26	0.02767	BP
GO:0032504	multicellular organism reproduction	785	14	10.85	0.03778	BP
GO:0009617	response to bacterium	89	5	1.23	0.03931	BP
GO:0019732	antifungal humoral response	10	3	0.14	0.03984	BP
GO:0033212	iron import into cell	4	2	0.06	0.04035	BP
