GO.ID	Term	Annotated	Significant	Expected	weightFisher	Ontology
GO:0016198	axon choice point recognition	20	2	0.25	0.013	BP
GO:0035694	mitochondrial protein catabolic process	1	1	0.01	0.013	BP
GO:0035695	mitophagy by induced vacuole formation	1	1	0.01	0.013	BP
GO:0019471	4-hydroxyproline metabolic process	1	1	0.01	0.013	BP
GO:0019442	tryptophan catabolic process to acetyl-C...	1	1	0.01	0.013	BP
GO:0009257	10-formyltetrahydrofolate biosynthetic p...	1	1	0.01	0.013	BP
GO:0006741	NADP biosynthetic process	1	1	0.01	0.013	BP
GO:0030321	transepithelial chloride transport	1	1	0.01	0.013	BP
GO:0098730	male germline stem cell symmetric divisi...	1	1	0.01	0.013	BP
GO:0035377	transepithelial water transport	1	1	0.01	0.013	BP
GO:0018401	peptidyl-proline hydroxylation to 4-hydr...	1	1	0.01	0.013	BP
GO:0015671	oxygen transport	1	1	0.01	0.013	BP
GO:0030421	defecation	1	1	0.01	0.013	BP
GO:0044351	macropinocytosis	1	1	0.01	0.013	BP
GO:0006189	'de novo' IMP biosynthetic process	1	1	0.01	0.013	BP
GO:1902685	positive regulation of receptor localiza...	1	1	0.01	0.013	BP
GO:0007462	R1/R6 cell fate commitment	1	1	0.01	0.013	BP
GO:0061172	regulation of establishment of bipolar c...	1	1	0.01	0.013	BP
GO:0098656	anion transmembrane transport	120	6	1.52	0.021	BP
GO:0007379	segment specification	19	2	0.24	0.024	BP
GO:2000305	semaphorin-plexin signaling pathway invo...	2	1	0.03	0.025	BP
GO:0019441	tryptophan catabolic process to kynureni...	2	1	0.03	0.025	BP
GO:0003097	renal water transport	2	1	0.03	0.025	BP
GO:0003053	circadian regulation of heart rate	2	1	0.03	0.025	BP
GO:0032491	detection of molecule of fungal origin	2	1	0.03	0.025	BP
GO:1901255	nucleotide-excision repair involved in i...	2	1	0.03	0.025	BP
GO:0035349	coenzyme A transmembrane transport	2	1	0.03	0.025	BP
GO:0032529	follicle cell microvillus organization	2	1	0.03	0.025	BP
GO:0080121	AMP transport	2	1	0.03	0.025	BP
GO:0007614	short-term memory	22	2	0.28	0.031	BP
GO:0006090	pyruvate metabolic process	23	2	0.29	0.034	BP
GO:0007561	imaginal disc eversion	3	1	0.04	0.038	BP
GO:0009113	purine nucleobase biosynthetic process	3	1	0.04	0.038	BP
GO:0007502	digestive tract mesoderm development	3	1	0.04	0.038	BP
GO:0003151	outflow tract morphogenesis	3	1	0.04	0.038	BP
GO:0002752	cell surface pattern recognition recepto...	3	1	0.04	0.038	BP
GO:0000395	mRNA 5'-splice site recognition	3	1	0.04	0.038	BP
GO:0006296	nucleotide-excision repair, DNA incision...	3	1	0.04	0.038	BP
GO:0042221	response to chemical	735	12	9.32	0.044	BP
GO:0007298	border follicle cell migration	109	4	1.38	0.049	BP
GO:0097254	renal tubular secretion	4	1	0.05	0.050	BP
GO:0019919	peptidyl-arginine methylation, to asymme...	4	1	0.05	0.050	BP
GO:0007510	cardioblast cell fate determination	4	1	0.05	0.050	BP
GO:0046167	glycerol-3-phosphate biosynthetic proces...	4	1	0.05	0.050	BP
GO:0007503	fat body development	4	1	0.05	0.050	BP
GO:0015866	ADP transport	4	1	0.05	0.050	BP
GO:0045998	positive regulation of ecdysteroid biosy...	4	1	0.05	0.050	BP
GO:0007270	neuron-neuron synaptic transmission	4	1	0.05	0.050	BP
GO:0051289	protein homotetramerization	4	1	0.05	0.050	BP
GO:0060612	adipose tissue development	4	1	0.05	0.050	BP
GO:0048582	positive regulation of post-embryonic de...	4	1	0.05	0.050	BP
GO:0006108	malate metabolic process	4	1	0.05	0.050	BP
GO:0007420	brain development	86	3	1.09	0.051	BP
