GO.ID	Term	Annotated	Significant	Expected	weightFisher	Ontology
GO:0006967	positive regulation of antifungal peptid...	6	4	0.08	4.4e-07	BP
GO:0008063	Toll signaling pathway	32	5	0.43	6.0e-05	BP
GO:0007399	nervous system development	874	12	11.75	0.00059	BP
GO:0006108	malate metabolic process	4	2	0.05	0.00105	BP
GO:0006964	positive regulation of biosynthetic proc...	6	2	0.08	0.00258	BP
GO:0048526	imaginal disc-derived wing expansion	6	2	0.08	0.00258	BP
GO:0008152	metabolic process	3318	43	44.59	0.00298	BP
GO:0048067	cuticle pigmentation	37	4	0.5	0.00342	BP
GO:0009620	response to fungus	43	6	0.58	0.00428	BP
GO:0042438	melanin biosynthetic process	8	2	0.11	0.00473	BP
GO:0048082	regulation of adult chitin-containing cu...	9	2	0.12	0.00603	BP
GO:0007564	regulation of chitin-based cuticle tanni...	10	2	0.13	0.00747	BP
GO:0010951	negative regulation of endopeptidase act...	10	2	0.13	0.00747	BP
GO:0007616	long-term memory	61	4	0.82	0.00878	BP
GO:0002230	positive regulation of defense response ...	11	2	0.15	0.00906	BP
GO:0050830	defense response to Gram-positive bacter...	12	2	0.16	0.01077	BP
GO:0043052	thermotaxis	12	2	0.16	0.01077	BP
GO:0040040	thermosensory behavior	12	2	0.16	0.01077	BP
GO:0042416	dopamine biosynthetic process	2	2	0.03	0.01325	BP
GO:0035007	regulation of melanization defense respo...	3	2	0.04	0.01326	BP
GO:0097370	protein O-GlcNAcylation via threonine	1	1	0.01	0.01344	BP
GO:0006559	L-phenylalanine catabolic process	1	1	0.01	0.01344	BP
GO:0006585	dopamine biosynthetic process from tyros...	1	1	0.01	0.01344	BP
GO:0006587	serotonin biosynthetic process from tryp...	1	1	0.01	0.01344	BP
GO:0015870	acetylcholine transport	1	1	0.01	0.01344	BP
GO:0030421	defecation	1	1	0.01	0.01344	BP
GO:0090327	negative regulation of locomotion involv...	1	1	0.01	0.01344	BP
GO:0045429	positive regulation of nitric oxide bios...	1	1	0.01	0.01344	BP
GO:0006679	glucosylceramide biosynthetic process	1	1	0.01	0.01344	BP
GO:0002229	defense response to oomycetes	1	1	0.01	0.01344	BP
GO:0032223	negative regulation of synaptic transmis...	1	1	0.01	0.01344	BP
GO:0033215	reductive iron assimilation	1	1	0.01	0.01344	BP
GO:0035095	behavioral response to nicotine	1	1	0.01	0.01344	BP
GO:1903428	positive regulation of reactive oxygen s...	1	1	0.01	0.01344	BP
GO:0061057	peptidoglycan recognition protein signal...	14	2	0.19	0.01460	BP
GO:0007618	mating	77	4	1.03	0.01941	BP
GO:0045089	positive regulation of innate immune res...	17	2	0.23	0.02126	BP
GO:0015807	L-amino acid transport	18	2	0.24	0.02371	BP
GO:1902475	L-alpha-amino acid transmembrane transpo...	18	2	0.24	0.02371	BP
GO:0035009	negative regulation of melanization defe...	2	1	0.03	0.02670	BP
GO:0015871	choline transport	2	1	0.03	0.02670	BP
GO:0009253	peptidoglycan catabolic process	2	1	0.03	0.02670	BP
GO:0006680	glucosylceramide catabolic process	2	1	0.03	0.02670	BP
GO:0045805	positive regulation of eclosion	2	1	0.03	0.02670	BP
GO:0019509	L-methionine salvage from methylthioaden...	2	1	0.03	0.02670	BP
GO:0071421	manganese ion transmembrane transport	2	1	0.03	0.02670	BP
GO:0060586	multicellular organismal iron ion homeos...	2	1	0.03	0.02670	BP
GO:1904776	regulation of protein localization to ce...	2	1	0.03	0.02670	BP
GO:0034761	positive regulation of iron ion transmem...	2	1	0.03	0.02670	BP
GO:0007632	visual behavior	22	2	0.3	0.03459	BP
GO:0006090	pyruvate metabolic process	23	2	0.31	0.03757	BP
GO:0007593	chitin-based cuticle sclerotization	31	3	0.42	0.03888	BP
GO:0033212	iron import into cell	4	2	0.05	0.03924	BP
GO:0038061	NIK/NF-kappaB signaling	3	1	0.04	0.03979	BP
GO:0035434	copper ion transmembrane transport	3	1	0.04	0.03979	BP
GO:0098725	symmetric cell division	3	1	0.04	0.03979	BP
GO:0046718	viral entry into host cell	3	1	0.04	0.03979	BP
GO:0045434	negative regulation of female receptivit...	3	1	0.04	0.03979	BP
GO:0008611	ether lipid biosynthetic process	3	1	0.04	0.03979	BP
GO:0006895	Golgi to endosome transport	3	1	0.04	0.03979	BP
GO:0007563	regulation of eclosion	6	2	0.08	0.05199	BP
GO:0010226	response to lithium ion	4	1	0.05	0.05270	BP
GO:0010496	intercellular transport	4	1	0.05	0.05270	BP
GO:0019919	peptidyl-arginine methylation, to asymme...	4	1	0.05	0.05270	BP
GO:0048016	inositol phosphate-mediated signaling	4	1	0.05	0.05270	BP
GO:0010025	wax biosynthetic process	4	1	0.05	0.05270	BP
GO:0015677	copper ion import	4	1	0.05	0.05270	BP
GO:0042940	D-amino acid transport	4	1	0.05	0.05270	BP
GO:0006013	mannose metabolic process	4	1	0.05	0.05270	BP
GO:0007613	memory	99	6	1.33	0.05618	BP
GO:0008344	adult locomotory behavior	69	3	0.93	0.06498	BP
GO:0035404	histone-serine phosphorylation	5	1	0.07	0.06544	BP
GO:0046058	cAMP metabolic process	5	1	0.07	0.06544	BP
GO:0046855	inositol phosphate dephosphorylation	5	1	0.07	0.06544	BP
GO:0034969	histone arginine methylation	5	1	0.07	0.06544	BP
GO:0007249	I-kappaB kinase/NF-kappaB signaling	5	1	0.07	0.06544	BP
GO:0007352	zygotic specification of dorsal/ventral ...	5	1	0.07	0.06544	BP
GO:0051340	regulation of ligase activity	5	1	0.07	0.06544	BP
GO:0035336	long-chain fatty-acyl-CoA metabolic proc...	5	1	0.07	0.06544	BP
GO:0010469	regulation of signaling receptor activit...	33	2	0.44	0.07199	BP
GO:0030097	hemopoiesis	73	3	0.98	0.07431	BP
GO:0007218	neuropeptide signaling pathway	34	2	0.46	0.07584	BP
GO:0006688	glycosphingolipid biosynthetic process	7	2	0.09	0.07696	BP
GO:0098656	anion transmembrane transport	120	4	1.61	0.07703	BP
GO:0060395	SMAD protein signal transduction	6	1	0.08	0.07801	BP
GO:0048789	cytoskeletal matrix organization at acti...	6	1	0.08	0.07801	BP
GO:0010312	detoxification of zinc ion	6	1	0.08	0.07801	BP
GO:0050916	sensory perception of sweet taste	6	1	0.08	0.07801	BP
GO:0048935	peripheral nervous system neuron develop...	6	1	0.08	0.07801	BP
GO:0006044	N-acetylglucosamine metabolic process	6	1	0.08	0.07801	BP
GO:0045087	innate immune response	104	8	1.4	0.08437	BP
GO:0006963	positive regulation of antibacterial pep...	13	3	0.17	0.08806	BP
GO:0006517	protein deglycosylation	7	1	0.09	0.09042	BP
GO:0010862	positive regulation of pathway-restricte...	7	1	0.09	0.09042	BP
GO:0045572	positive regulation of imaginal disc gro...	7	1	0.09	0.09042	BP
GO:2000274	regulation of epithelial cell migration,...	7	1	0.09	0.09042	BP
GO:0046843	dorsal appendage formation	39	2	0.52	0.09603	BP
GO:0048149	behavioral response to ethanol	40	2	0.54	0.10024	BP
GO:0040007	growth	365	7	4.91	0.10088	BP
