GO.ID	Term	Annotated	Significant	Expected	weightFisher	Ontology
GO:0006967	positive regulation of antifungal peptid...	5	3	0.11	0.00011	BP
GO:0010951	negative regulation of endopeptidase act...	10	3	0.23	0.00125	BP
GO:0008063	Toll signaling pathway	29	5	0.67	0.00417	BP
GO:0009620	response to fungus	42	8	0.96	0.00666	BP
GO:0010941	regulation of cell death	200	5	4.59	0.00757	BP
GO:0007399	nervous system development	752	19	17.25	0.00833	BP
GO:0008062	eclosion rhythm	8	2	0.18	0.01333	BP
GO:0045751	negative regulation of Toll signaling pa...	9	2	0.21	0.01689	BP
GO:0035007	regulation of melanization defense respo...	3	2	0.07	0.02273	BP
GO:0016198	axon choice point recognition	20	2	0.46	0.02281	BP
GO:0044351	macropinocytosis	1	1	0.02	0.02294	BP
GO:0033215	reductive iron assimilation	1	1	0.02	0.02294	BP
GO:0007462	R1/R6 cell fate commitment	1	1	0.02	0.02294	BP
GO:0006585	dopamine biosynthetic process from tyros...	1	1	0.02	0.02294	BP
GO:0006587	serotonin biosynthetic process from tryp...	1	1	0.02	0.02294	BP
GO:0019471	4-hydroxyproline metabolic process	1	1	0.02	0.02294	BP
GO:0098730	male germline stem cell symmetric divisi...	1	1	0.02	0.02294	BP
GO:0019442	tryptophan catabolic process to acetyl-C...	1	1	0.02	0.02294	BP
GO:0061172	regulation of establishment of bipolar c...	1	1	0.02	0.02294	BP
GO:1902685	positive regulation of receptor localiza...	1	1	0.02	0.02294	BP
GO:1904776	regulation of protein localization to ce...	1	1	0.02	0.02294	BP
GO:0015671	oxygen transport	1	1	0.02	0.02294	BP
GO:0030321	transepithelial chloride transport	1	1	0.02	0.02294	BP
GO:0006189	'de novo' IMP biosynthetic process	1	1	0.02	0.02294	BP
GO:0030421	defecation	1	1	0.02	0.02294	BP
GO:0009257	10-formyltetrahydrofolate biosynthetic p...	1	1	0.02	0.02294	BP
GO:0035377	transepithelial water transport	1	1	0.02	0.02294	BP
GO:0035694	mitochondrial protein catabolic process	1	1	0.02	0.02294	BP
GO:0035695	mitophagy by induced vacuole formation	1	1	0.02	0.02294	BP
GO:0018401	peptidyl-proline hydroxylation to 4-hydr...	1	1	0.02	0.02294	BP
GO:0002229	defense response to oomycetes	1	1	0.02	0.02294	BP
GO:0006741	NADP biosynthetic process	1	1	0.02	0.02294	BP
GO:0050830	defense response to Gram-positive bacter...	11	2	0.25	0.02504	BP
GO:0098656	anion transmembrane transport	105	7	2.41	0.02803	BP
GO:0007464	R3/R4 cell fate commitment	12	2	0.28	0.02961	BP
GO:0007416	synapse assembly	136	7	3.12	0.03311	BP
GO:0006468	protein phosphorylation	300	8	6.88	0.04016	BP
GO:0009617	response to bacterium	83	5	1.9	0.04441	BP
GO:0098725	symmetric cell division	3	2	0.07	0.04493	BP
GO:0008652	cellular amino acid biosynthetic process	24	2	0.55	0.04514	BP
GO:0046843	dorsal appendage formation	35	3	0.8	0.04515	BP
GO:0035106	operant conditioning	2	1	0.05	0.04535	BP
GO:0019509	L-methionine salvage from methylthioaden...	2	1	0.05	0.04535	BP
GO:0019441	tryptophan catabolic process to kynureni...	2	1	0.05	0.04535	BP
GO:2000305	semaphorin-plexin signaling pathway invo...	2	1	0.05	0.04535	BP
GO:0035009	negative regulation of melanization defe...	2	1	0.05	0.04535	BP
GO:0080121	AMP transport	2	1	0.05	0.04535	BP
GO:0003097	renal water transport	2	1	0.05	0.04535	BP
GO:0060586	multicellular organismal iron ion homeos...	2	1	0.05	0.04535	BP
GO:0003053	circadian regulation of heart rate	2	1	0.05	0.04535	BP
GO:0045434	negative regulation of female receptivit...	2	1	0.05	0.04535	BP
GO:0035349	coenzyme A transmembrane transport	2	1	0.05	0.04535	BP
GO:0032529	follicle cell microvillus organization	2	1	0.05	0.04535	BP
GO:0032491	detection of molecule of fungal origin	2	1	0.05	0.04535	BP
GO:1901255	nucleotide-excision repair involved in i...	2	1	0.05	0.04535	BP
GO:0071421	manganese ion transmembrane transport	2	1	0.05	0.04535	BP
GO:0034761	positive regulation of iron ion transmem...	2	1	0.05	0.04535	BP
