GO.ID	Term	Annotated	Significant	Expected	weightFisher	Ontology
GO:0006633	fatty acid biosynthetic process	18	10	0.54	9.2e-09	BP
GO:0070328	triglyceride homeostasis	16	5	0.48	7.4e-05	BP
GO:0042811	pheromone biosynthetic process	2	2	0.06	0.0009	BP
GO:0048047	mating behavior, sex discrimination	2	2	0.06	0.0009	BP
GO:0046622	positive regulation of organ growth	8	3	0.24	0.0013	BP
GO:0001676	long-chain fatty acid metabolic process	4	3	0.12	0.0026	BP
GO:0006723	cuticle hydrocarbon biosynthetic process	3	2	0.09	0.0026	BP
GO:0030497	fatty acid elongation	6	3	0.18	0.0051	BP
GO:0045572	positive regulation of imaginal disc gro...	4	2	0.12	0.0052	BP
GO:0010025	wax biosynthetic process	4	2	0.12	0.0052	BP
GO:0030301	cholesterol transport	4	2	0.12	0.0052	BP
GO:0035336	long-chain fatty-acyl-CoA metabolic proc...	4	2	0.12	0.0052	BP
GO:0042761	very long-chain fatty acid biosynthetic ...	4	2	0.12	0.0052	BP
GO:0042593	glucose homeostasis	13	3	0.39	0.0061	BP
GO:0045793	positive regulation of cell size	15	3	0.45	0.0093	BP
GO:0035335	peptidyl-tyrosine dephosphorylation	15	3	0.45	0.0093	BP
GO:0008293	torso signaling pathway	17	3	0.51	0.0133	BP
GO:0015718	monocarboxylic acid transport	7	2	0.21	0.0171	BP
GO:0045938	positive regulation of circadian sleep/w...	7	2	0.21	0.0171	BP
GO:0045500	sevenless signaling pathway	7	2	0.21	0.0171	BP
GO:0008595	anterior/posterior axis specification, e...	66	4	1.99	0.0184	BP
GO:1905039	carboxylic acid transmembrane transport	32	3	0.97	0.0280	BP
GO:0070050	neuron cellular homeostasis	9	2	0.27	0.0282	BP
GO:0009744	response to sucrose	9	2	0.27	0.0282	BP
GO:0044805	late nucleophagy	1	1	0.03	0.0302	BP
GO:0007429	secondary branching, open tracheal syste...	1	1	0.03	0.0302	BP
GO:0034727	piecemeal microautophagy of the nucleus	1	1	0.03	0.0302	BP
GO:0090176	microtubule cytoskeleton organization in...	1	1	0.03	0.0302	BP
GO:0006212	uracil catabolic process	1	1	0.03	0.0302	BP
GO:0007057	spindle assembly involved in female meio...	1	1	0.03	0.0302	BP
GO:0019483	beta-alanine biosynthetic process	1	1	0.03	0.0302	BP
GO:0044528	regulation of mitochondrial mRNA stabili...	1	1	0.03	0.0302	BP
GO:0003380	establishment or maintenance of cytoskel...	1	1	0.03	0.0302	BP
GO:0007175	negative regulation of epidermal growth ...	1	1	0.03	0.0302	BP
GO:0048750	compound eye corneal lens morphogenesis	1	1	0.03	0.0302	BP
GO:0060586	multicellular organismal iron ion homeos...	1	1	0.03	0.0302	BP
GO:0006741	NADP biosynthetic process	1	1	0.03	0.0302	BP
GO:0015886	heme transport	1	1	0.03	0.0302	BP
GO:0048383	mesectoderm development	1	1	0.03	0.0302	BP
GO:0071421	manganese ion transmembrane transport	1	1	0.03	0.0302	BP
GO:0010457	centriole-centriole cohesion	1	1	0.03	0.0302	BP
GO:0010470	regulation of gastrulation	1	1	0.03	0.0302	BP
GO:0033212	iron import into cell	1	1	0.03	0.0302	BP
GO:0043388	positive regulation of DNA binding	1	1	0.03	0.0302	BP
GO:0015908	fatty acid transport	1	1	0.03	0.0302	BP
GO:0032491	detection of molecule of fungal origin	1	1	0.03	0.0302	BP
GO:0030860	regulation of polarized epithelial cell ...	1	1	0.03	0.0302	BP
GO:0002752	cell surface pattern recognition recepto...	1	1	0.03	0.0302	BP
GO:0035386	regulation of Roundabout signaling pathw...	1	1	0.03	0.0302	BP
GO:0040037	negative regulation of fibroblast growth...	1	1	0.03	0.0302	BP
GO:0048053	R1/R6 development	1	1	0.03	0.0302	BP
GO:0006021	inositol biosynthetic process	1	1	0.03	0.0302	BP
GO:0061060	negative regulation of peptidoglycan rec...	1	1	0.03	0.0302	BP
GO:0051316	attachment of spindle microtubules to ki...	1	1	0.03	0.0302	BP
GO:0048626	myoblast fate specification	1	1	0.03	0.0302	BP
GO:0009098	leucine biosynthetic process	1	1	0.03	0.0302	BP
GO:0009099	valine biosynthetic process	1	1	0.03	0.0302	BP
GO:0042759	long-chain fatty acid biosynthetic proce...	1	1	0.03	0.0302	BP
GO:0007426	tracheal outgrowth, open tracheal system	10	2	0.3	0.0346	BP
GO:0040018	positive regulation of multicellular org...	11	2	0.33	0.0415	BP
GO:0030148	sphingolipid biosynthetic process	12	2	0.36	0.0488	BP
GO:0019216	regulation of lipid metabolic process	15	3	0.45	0.0553	BP
GO:0046580	negative regulation of Ras protein signa...	13	2	0.39	0.0566	BP
GO:0014065	phosphatidylinositol 3-kinase signaling	8	2	0.24	0.0589	BP
GO:0035009	negative regulation of melanization defe...	2	1	0.06	0.0595	BP
GO:0046686	response to cadmium ion	2	1	0.06	0.0595	BP
GO:0019432	triglyceride biosynthetic process	2	1	0.06	0.0595	BP
GO:0038007	netrin-activated signaling pathway	2	1	0.06	0.0595	BP
GO:0002213	defense response to insect	2	1	0.06	0.0595	BP
GO:0019217	regulation of fatty acid metabolic proce...	2	1	0.06	0.0595	BP
GO:0046718	viral entry into host cell	2	1	0.06	0.0595	BP
GO:0042682	regulation of compound eye cone cell fat...	2	1	0.06	0.0595	BP
GO:0034625	fatty acid elongation, monounsaturated f...	2	1	0.06	0.0595	BP
GO:0034626	fatty acid elongation, polyunsaturated f...	2	1	0.06	0.0595	BP
GO:0008295	spermidine biosynthetic process	2	1	0.06	0.0595	BP
GO:0016320	endoplasmic reticulum membrane fusion	2	1	0.06	0.0595	BP
GO:0006085	acetyl-CoA biosynthetic process	2	1	0.06	0.0595	BP
GO:0043519	regulation of myosin II filament organiz...	2	1	0.06	0.0595	BP
GO:0015677	copper ion import	2	1	0.06	0.0595	BP
GO:0048691	positive regulation of axon extension in...	2	1	0.06	0.0595	BP
GO:0048016	inositol phosphate-mediated signaling	2	1	0.06	0.0595	BP
GO:0019367	fatty acid elongation, saturated fatty a...	2	1	0.06	0.0595	BP
GO:0035434	copper ion transmembrane transport	2	1	0.06	0.0595	BP
GO:0034761	positive regulation of iron ion transmem...	2	1	0.06	0.0595	BP
GO:0007265	Ras protein signal transduction	63	6	1.9	0.0608	BP
GO:0007498	mesoderm development	32	4	0.97	0.0629	BP
GO:0000422	autophagy of mitochondrion	14	2	0.42	0.0648	BP
GO:0034976	response to endoplasmic reticulum stress	31	3	0.94	0.0650	BP
GO:0008045	motor neuron axon guidance	31	3	0.94	0.0650	BP
GO:0051124	synaptic assembly at neuromuscular junct...	56	3	1.69	0.0652	BP
GO:0008347	glial cell migration	15	2	0.45	0.0733	BP
GO:0008063	Toll signaling pathway	16	2	0.48	0.0822	BP
GO:0051496	positive regulation of stress fiber asse...	3	1	0.09	0.0879	BP
GO:0014068	positive regulation of phosphatidylinosi...	3	1	0.09	0.0879	BP
GO:0060027	convergent extension involved in gastrul...	3	1	0.09	0.0879	BP
GO:0050916	sensory perception of sweet taste	3	1	0.09	0.0879	BP
GO:0045921	positive regulation of exocytosis	3	1	0.09	0.0879	BP
GO:0031114	regulation of microtubule depolymerizati...	3	1	0.09	0.0879	BP
GO:0035320	imaginal disc-derived wing hair site sel...	3	1	0.09	0.0879	BP
GO:0035883	enteroendocrine cell differentiation	3	1	0.09	0.0879	BP
GO:0006501	C-terminal protein lipidation	3	1	0.09	0.0879	BP
GO:0007312	oocyte nucleus migration involved in ooc...	3	1	0.09	0.0879	BP
GO:0030514	negative regulation of BMP signaling pat...	3	1	0.09	0.0879	BP
GO:0007292	female gamete generation	268	9	8.09	0.0879	BP
GO:0030163	protein catabolic process	113	2	3.41	0.0907	BP
GO:0030431	sleep	32	4	0.97	0.0972	BP
GO:0046677	response to antibiotic	37	3	1.12	0.0989	BP
GO:0060179	male mating behavior	18	2	0.54	0.1009	BP
GO:0050919	negative chemotaxis	9	2	0.27	0.1143	BP
GO:0030516	regulation of axon extension	10	2	0.3	0.1143	BP
GO:0006401	RNA catabolic process	28	2	0.85	0.1151	BP
GO:0001932	regulation of protein phosphorylation	97	4	2.93	0.1152	BP
GO:0035001	dorsal trunk growth, open tracheal syste...	4	1	0.12	0.1155	BP
GO:0035235	ionotropic glutamate receptor signaling ...	4	1	0.12	0.1155	BP
GO:0006995	cellular response to nitrogen starvation	4	1	0.12	0.1155	BP
GO:0061343	cell adhesion involved in heart morphoge...	4	1	0.12	0.1155	BP
GO:0042136	neurotransmitter biosynthetic process	4	1	0.12	0.1155	BP
GO:0006509	membrane protein ectodomain proteolysis	4	1	0.12	0.1155	BP
GO:0055070	copper ion homeostasis	4	1	0.12	0.1155	BP
GO:0051897	positive regulation of protein kinase B ...	4	1	0.12	0.1155	BP
GO:0006108	malate metabolic process	4	1	0.12	0.1155	BP
GO:0032147	activation of protein kinase activity	21	2	0.63	0.1308	BP
GO:0001558	regulation of cell growth	39	4	1.18	0.1387	BP
GO:0007619	courtship behavior	22	2	0.66	0.1412	BP
GO:2000027	regulation of animal organ morphogenesis	45	4	1.36	0.1416	BP
GO:0007415	defasciculation of motor neuron axon	5	1	0.15	0.1423	BP
GO:0007519	skeletal muscle tissue development	5	1	0.15	0.1423	BP
GO:0010951	negative regulation of endopeptidase act...	5	1	0.15	0.1423	BP
