GO.ID	Term	Annotated	Significant	Expected	weightFisher	Ontology
GO:0061060	negative regulation of peptidoglycan rec...	1	1	0.01	0.012	BP
GO:0030860	regulation of polarized epithelial cell ...	1	1	0.01	0.012	BP
GO:0044805	late nucleophagy	1	1	0.01	0.012	BP
GO:0048383	mesectoderm development	1	1	0.01	0.012	BP
GO:0007057	spindle assembly involved in female meio...	1	1	0.01	0.012	BP
GO:0044528	regulation of mitochondrial mRNA stabili...	1	1	0.01	0.012	BP
GO:0090176	microtubule cytoskeleton organization in...	1	1	0.01	0.012	BP
GO:0003380	establishment or maintenance of cytoskel...	1	1	0.01	0.012	BP
GO:0006021	inositol biosynthetic process	1	1	0.01	0.012	BP
GO:0010457	centriole-centriole cohesion	1	1	0.01	0.012	BP
GO:0010470	regulation of gastrulation	1	1	0.01	0.012	BP
GO:0034727	piecemeal microautophagy of the nucleus	1	1	0.01	0.012	BP
GO:0015886	heme transport	1	1	0.01	0.012	BP
GO:0007175	negative regulation of epidermal growth ...	1	1	0.01	0.012	BP
GO:0051316	attachment of spindle microtubules to ki...	1	1	0.01	0.012	BP
GO:0070328	triglyceride homeostasis	16	2	0.2	0.016	BP
GO:0016320	endoplasmic reticulum membrane fusion	2	1	0.02	0.024	BP
GO:0048691	positive regulation of axon extension in...	2	1	0.02	0.024	BP
GO:0042811	pheromone biosynthetic process	2	1	0.02	0.024	BP
GO:0043519	regulation of myosin II filament organiz...	2	1	0.02	0.024	BP
GO:0046686	response to cadmium ion	2	1	0.02	0.024	BP
GO:0008295	spermidine biosynthetic process	2	1	0.02	0.024	BP
GO:0051496	positive regulation of stress fiber asse...	3	1	0.04	0.036	BP
GO:0007312	oocyte nucleus migration involved in ooc...	3	1	0.04	0.036	BP
GO:0006501	C-terminal protein lipidation	3	1	0.04	0.036	BP
GO:0048047	mating behavior, sex discrimination	3	1	0.04	0.036	BP
GO:0006723	cuticle hydrocarbon biosynthetic process	3	1	0.04	0.036	BP
GO:0035320	imaginal disc-derived wing hair site sel...	3	1	0.04	0.036	BP
GO:0045921	positive regulation of exocytosis	3	1	0.04	0.036	BP
GO:0060027	convergent extension involved in gastrul...	3	1	0.04	0.036	BP
GO:0030163	protein catabolic process	117	2	1.44	0.037	BP
GO:0006401	RNA catabolic process	28	2	0.34	0.047	BP
GO:0001676	long-chain fatty acid metabolic process	4	1	0.05	0.048	BP
GO:0061343	cell adhesion involved in heart morphoge...	4	1	0.05	0.048	BP
GO:0006995	cellular response to nitrogen starvation	4	1	0.05	0.048	BP
GO:0031114	regulation of microtubule depolymerizati...	4	1	0.05	0.048	BP
GO:0035235	ionotropic glutamate receptor signaling ...	4	1	0.05	0.048	BP
GO:0045572	positive regulation of imaginal disc gro...	4	1	0.05	0.048	BP
GO:0030301	cholesterol transport	4	1	0.05	0.048	BP
