GO.ID	Term	Annotated	Significant	Expected	weightFisher	Ontology
GO:0015701	bicarbonate transport	4	2	0.11	0.0040	BP
GO:0030301	cholesterol transport	4	2	0.11	0.0040	BP
GO:0030239	myofibril assembly	28	4	0.74	0.0063	BP
GO:0010830	regulation of myotube differentiation	5	2	0.13	0.0066	BP
GO:1901739	regulation of myoblast fusion	5	2	0.13	0.0066	BP
GO:1902476	chloride transmembrane transport	16	3	0.42	0.0078	BP
GO:0051453	regulation of intracellular pH	15	3	0.4	0.0095	BP
GO:0006936	muscle contraction	9	2	0.24	0.0221	BP
GO:0005993	trehalose catabolic process	1	1	0.03	0.0265	BP
GO:0006559	L-phenylalanine catabolic process	1	1	0.03	0.0265	BP
GO:0006530	asparagine catabolic process	1	1	0.03	0.0265	BP
GO:0006296	nucleotide-excision repair, DNA incision...	1	1	0.03	0.0265	BP
GO:0033539	fatty acid beta-oxidation using acyl-CoA...	1	1	0.03	0.0265	BP
GO:0045003	double-strand break repair via synthesis...	1	1	0.03	0.0265	BP
GO:0017187	peptidyl-glutamic acid carboxylation	1	1	0.03	0.0265	BP
GO:0097115	neurexin clustering involved in presynap...	1	1	0.03	0.0265	BP
GO:0045977	positive regulation of mitotic cell cycl...	1	1	0.03	0.0265	BP
GO:0044805	late nucleophagy	1	1	0.03	0.0265	BP
GO:0040019	positive regulation of embryonic develop...	1	1	0.03	0.0265	BP
GO:0010106	cellular response to iron ion starvation	1	1	0.03	0.0265	BP
GO:0006880	intracellular sequestering of iron ion	1	1	0.03	0.0265	BP
GO:1901840	negative regulation of RNA polymerase I ...	1	1	0.03	0.0265	BP
GO:1901837	negative regulation of transcription of ...	1	1	0.03	0.0265	BP
GO:0034727	piecemeal microautophagy of the nucleus	1	1	0.03	0.0265	BP
GO:0000280	nuclear division	97	3	2.57	0.0267	BP
GO:0000077	DNA damage checkpoint signaling	10	2	0.27	0.0272	BP
GO:0060047	heart contraction	10	2	0.27	0.0272	BP
GO:0072329	monocarboxylic acid catabolic process	14	4	0.37	0.0503	BP
GO:0000706	meiotic DNA double-strand break processi...	2	1	0.05	0.0524	BP
GO:0000467	exonucleolytic trimming to generate matu...	2	1	0.05	0.0524	BP
GO:0034473	U1 snRNA 3'-end processing	2	1	0.05	0.0524	BP
GO:0034476	U5 snRNA 3'-end processing	2	1	0.05	0.0524	BP
GO:0019432	triglyceride biosynthetic process	2	1	0.05	0.0524	BP
GO:0016457	dosage compensation complex assembly inv...	2	1	0.05	0.0524	BP
GO:0008295	spermidine biosynthetic process	2	1	0.05	0.0524	BP
GO:0006285	base-excision repair, AP site formation	2	1	0.05	0.0524	BP
GO:0045002	double-strand break repair via single-st...	2	1	0.05	0.0524	BP
GO:0042811	pheromone biosynthetic process	2	1	0.05	0.0524	BP
GO:0016139	glycoside catabolic process	2	1	0.05	0.0524	BP
GO:0071042	nuclear polyadenylation-dependent mRNA c...	2	1	0.05	0.0524	BP
GO:0071035	nuclear polyadenylation-dependent rRNA c...	2	1	0.05	0.0524	BP
GO:0071038	nuclear polyadenylation-dependent tRNA c...	2	1	0.05	0.0524	BP
GO:0019217	regulation of fatty acid metabolic proce...	2	1	0.05	0.0524	BP
GO:0019230	proprioception	2	1	0.05	0.0524	BP
GO:0007348	regulation of syncytial blastoderm mitot...	2	1	0.05	0.0524	BP
GO:0043984	histone H4-K16 acetylation	2	1	0.05	0.0524	BP
GO:0043928	exonucleolytic catabolism of deadenylate...	2	1	0.05	0.0524	BP
GO:0060298	positive regulation of sarcomere organiz...	2	1	0.05	0.0524	BP
GO:0032324	molybdopterin cofactor biosynthetic proc...	2	1	0.05	0.0524	BP
GO:0031340	positive regulation of vesicle fusion	2	1	0.05	0.0524	BP
GO:0071805	potassium ion transmembrane transport	16	2	0.42	0.0655	BP
GO:0007444	imaginal disc development	232	7	6.15	0.0744	BP
GO:0034475	U4 snRNA 3'-end processing	3	1	0.08	0.0775	BP
GO:1902117	positive regulation of organelle assembl...	3	1	0.08	0.0775	BP
GO:0034427	nuclear-transcribed mRNA catabolic proce...	3	1	0.08	0.0775	BP
GO:0006501	C-terminal protein lipidation	3	1	0.08	0.0775	BP
GO:0014068	positive regulation of phosphatidylinosi...	3	1	0.08	0.0775	BP
GO:0019532	oxalate transport	3	1	0.08	0.0775	BP
GO:0048047	mating behavior, sex discrimination	3	1	0.08	0.0775	BP
GO:0030514	negative regulation of BMP signaling pat...	3	1	0.08	0.0775	BP
GO:1902358	sulfate transmembrane transport	3	1	0.08	0.0775	BP
GO:0072488	ammonium transmembrane transport	3	1	0.08	0.0775	BP
GO:0071028	nuclear mRNA surveillance	3	1	0.08	0.0775	BP
GO:0006723	cuticle hydrocarbon biosynthetic process	3	1	0.08	0.0775	BP
GO:0051092	positive regulation of NF-kappaB transcr...	3	1	0.08	0.0775	BP
GO:0033314	mitotic DNA replication checkpoint signa...	3	1	0.08	0.0775	BP
GO:0086010	membrane depolarization during action po...	3	1	0.08	0.0775	BP
GO:0008219	cell death	152	4	4.03	0.0787	BP
GO:1902600	proton transmembrane transport	19	2	0.5	0.0887	BP
GO:0051603	proteolysis involved in cellular protein...	112	4	2.97	0.1018	BP
GO:0035073	pupariation	4	1	0.11	0.1020	BP
GO:0006995	cellular response to nitrogen starvation	4	1	0.11	0.1020	BP
GO:0031000	response to caffeine	4	1	0.11	0.1020	BP
GO:0006919	activation of cysteine-type endopeptidas...	4	1	0.11	0.1020	BP
GO:0007510	cardioblast cell fate determination	4	1	0.11	0.1020	BP
GO:0048738	cardiac muscle tissue development	4	1	0.11	0.1020	BP
GO:0046477	glycosylceramide catabolic process	4	1	0.11	0.1020	BP
GO:0046039	GTP metabolic process	4	1	0.11	0.1020	BP
GO:0036270	response to diuretic	4	1	0.11	0.1020	BP
GO:0045572	positive regulation of imaginal disc gro...	4	1	0.11	0.1020	BP
GO:0048567	ectodermal digestive tract morphogenesis	4	1	0.11	0.1020	BP
GO:0055085	transmembrane transport	181	11	4.8	0.1027	BP
GO:0042391	regulation of membrane potential	25	3	0.66	0.1114	BP
GO:0035725	sodium ion transmembrane transport	22	2	0.58	0.1140	BP
GO:0042594	response to starvation	60	5	1.59	0.1166	BP
GO:0009062	fatty acid catabolic process	12	3	0.32	0.1226	BP
GO:0007605	sensory perception of sound	23	2	0.61	0.1228	BP
GO:0002697	regulation of immune effector process	21	2	0.56	0.1248	BP
GO:0061320	pericardial nephrocyte differentiation	5	1	0.13	0.1259	BP
GO:0048791	calcium ion-regulated exocytosis of neur...	5	1	0.13	0.1259	BP
GO:0046323	glucose import	5	1	0.13	0.1259	BP
GO:0007519	skeletal muscle tissue development	5	1	0.13	0.1259	BP
GO:0007131	reciprocal meiotic recombination	5	1	0.13	0.1259	BP
GO:0036158	outer dynein arm assembly	5	1	0.13	0.1259	BP
GO:0043052	thermotaxis	5	1	0.13	0.1259	BP
GO:0044458	motile cilium assembly	5	1	0.13	0.1259	BP
GO:0043171	peptide catabolic process	5	1	0.13	0.1259	BP
GO:0051865	protein autoubiquitination	5	1	0.13	0.1259	BP
GO:0030031	cell projection assembly	70	2	1.86	0.1272	BP
GO:0016567	protein ubiquitination	87	4	2.31	0.1330	BP
GO:0048518	positive regulation of biological proces...	546	11	14.48	0.1357	BP
GO:0006820	anion transport	74	5	1.96	0.1444	BP
GO:0032446	protein modification by small protein co...	93	5	2.47	0.1455	BP
GO:0007010	cytoskeleton organization	259	9	6.87	0.1461	BP
GO:0006635	fatty acid beta-oxidation	7	2	0.19	0.1471	BP
GO:0009311	oligosaccharide metabolic process	10	2	0.27	0.1472	BP
GO:0016321	female meiosis chromosome segregation	6	1	0.16	0.1491	BP
GO:0007158	neuron cell-cell adhesion	6	1	0.16	0.1491	BP
GO:0035176	social behavior	6	1	0.16	0.1491	BP
GO:0062033	positive regulation of mitotic sister ch...	6	1	0.16	0.1491	BP
