GO.ID	Term	Annotated	Significant	Expected	weightFisher	Ontology
GO:0006635	fatty acid beta-oxidation	7	2	0.04	0.00059	BP
GO:0006212	uracil catabolic process	1	1	0.01	0.00554	BP
GO:0032491	detection of molecule of fungal origin	1	1	0.01	0.00554	BP
GO:0002752	cell surface pattern recognition recepto...	1	1	0.01	0.00554	BP
GO:0071421	manganese ion transmembrane transport	1	1	0.01	0.00554	BP
GO:0033212	iron import into cell	1	1	0.01	0.00554	BP
GO:0060586	multicellular organismal iron ion homeos...	1	1	0.01	0.00554	BP
GO:0019483	beta-alanine biosynthetic process	1	1	0.01	0.00554	BP
GO:0044720	negative regulation of imaginal disc-der...	2	1	0.01	0.01106	BP
GO:0034761	positive regulation of iron ion transmem...	2	1	0.01	0.01106	BP
GO:0019853	L-ascorbic acid biosynthetic process	2	1	0.01	0.01106	BP
GO:0046718	viral entry into host cell	2	1	0.01	0.01106	BP
GO:0006680	glucosylceramide catabolic process	2	1	0.01	0.01106	BP
GO:0015677	copper ion import	2	1	0.01	0.01106	BP
GO:0035434	copper ion transmembrane transport	2	1	0.01	0.01106	BP
GO:0050916	sensory perception of sweet taste	3	1	0.02	0.01654	BP
GO:0090256	regulation of cell proliferation involve...	3	1	0.02	0.01654	BP
GO:0048060	negative gravitaxis	3	1	0.02	0.01654	BP
GO:0035336	long-chain fatty-acyl-CoA metabolic proc...	4	1	0.02	0.02200	BP
GO:0042136	neurotransmitter biosynthetic process	4	1	0.02	0.02200	BP
GO:0010025	wax biosynthetic process	4	1	0.02	0.02200	BP
GO:0055070	copper ion homeostasis	4	1	0.02	0.02200	BP
GO:0036158	outer dynein arm assembly	5	1	0.03	0.02743	BP
GO:0009631	cold acclimation	7	1	0.04	0.03820	BP
GO:0045500	sevenless signaling pathway	7	1	0.04	0.03820	BP
GO:0035195	miRNA-mediated gene silencing	9	1	0.05	0.04887	BP
GO:0070050	neuron cellular homeostasis	9	1	0.05	0.04887	BP
GO:0007632	visual behavior	10	1	0.06	0.05416	BP
GO:0034620	cellular response to unfolded protein	12	1	0.07	0.06465	BP
GO:1905330	regulation of morphogenesis of an epithe...	14	1	0.08	0.07505	BP
GO:0003341	cilium movement	16	1	0.09	0.08533	BP
GO:0008293	torso signaling pathway	17	1	0.09	0.09043	BP
GO:0051607	defense response to virus	19	1	0.11	0.10055	BP
GO:0006402	mRNA catabolic process	24	1	0.13	0.12541	BP
GO:0003333	amino acid transmembrane transport	24	1	0.13	0.12541	BP
GO:0008344	adult locomotory behavior	27	1	0.15	0.14001	BP
GO:0045475	locomotor rhythm	31	1	0.17	0.15914	BP
GO:0005975	carbohydrate metabolic process	61	2	0.34	0.16349	BP
GO:0019730	antimicrobial humoral response	35	1	0.19	0.17786	BP
GO:0035220	wing disc development	169	2	0.94	0.17927	BP
GO:0046942	carboxylic acid transport	37	1	0.21	0.18708	BP
GO:0046578	regulation of Ras protein signal transdu...	42	1	0.23	0.20970	BP
GO:2000027	regulation of animal organ morphogenesis	45	1	0.25	0.22300	BP
GO:0032880	regulation of protein localization	46	1	0.25	0.22738	BP
GO:0002252	immune effector process	48	1	0.27	0.23608	BP
GO:0007613	memory	48	1	0.27	0.23608	BP
GO:0048066	developmental pigmentation	51	1	0.28	0.24896	BP
GO:0042461	photoreceptor cell development	53	1	0.29	0.25744	BP
GO:0098656	anion transmembrane transport	62	1	0.34	0.29448	BP
GO:0008340	determination of adult lifespan	63	1	0.35	0.29849	BP
GO:0040029	regulation of gene expression, epigeneti...	65	1	0.36	0.30644	BP
GO:0008595	anterior/posterior axis specification, e...	66	1	0.37	0.31039	BP
GO:0010259	multicellular organism aging	67	1	0.37	0.31431	BP
GO:0001700	embryonic development via the syncytial ...	83	1	0.46	0.37435	BP
GO:0009967	positive regulation of signal transducti...	130	1	0.72	0.52368	BP
GO:0006508	proteolysis	201	1	1.11	0.68775	BP
GO:0006357	regulation of transcription by RNA polym...	226	1	1.25	0.73173	BP
GO:0048731	system development	716	2	3.97	0.74342	BP
GO:2000112	regulation of cellular macromolecule bio...	388	1	2.15	0.90380	BP
GO:0042332	gravitaxis	10	1	0.06	1.00000	BP
