GO.ID	Term	Annotated	Significant	Expected	weightFisher	Ontology
GO:0044805	late nucleophagy	1	1	0.01	0.0063	BP
GO:0070682	proteasome regulatory particle assembly	1	1	0.01	0.0063	BP
GO:0034727	piecemeal microautophagy of the nucleus	1	1	0.01	0.0063	BP
GO:0017187	peptidyl-glutamic acid carboxylation	1	1	0.01	0.0063	BP
GO:0044528	regulation of mitochondrial mRNA stabili...	1	1	0.01	0.0063	BP
GO:0033539	fatty acid beta-oxidation using acyl-CoA...	1	1	0.01	0.0063	BP
GO:0043161	proteasome-mediated ubiquitin-dependent ...	85	4	0.54	0.0077	BP
GO:0006501	C-terminal protein lipidation	3	1	0.02	0.0189	BP
GO:0006995	cellular response to nitrogen starvation	4	1	0.03	0.0251	BP
GO:0048567	ectodermal digestive tract morphogenesis	4	1	0.03	0.0251	BP
GO:0046323	glucose import	5	1	0.03	0.0313	BP
GO:0032446	protein modification by small protein co...	93	2	0.59	0.0364	BP
GO:0045842	positive regulation of mitotic metaphase...	6	1	0.04	0.0374	BP
GO:0016239	positive regulation of macroautophagy	6	1	0.04	0.0374	BP
GO:0062033	positive regulation of mitotic sister ch...	6	1	0.04	0.0374	BP
GO:0043277	apoptotic cell clearance	7	1	0.04	0.0436	BP
GO:0050688	regulation of defense response to virus	7	1	0.04	0.0436	BP
GO:0035195	miRNA-mediated gene silencing	9	1	0.06	0.0557	BP
GO:1903706	regulation of hemopoiesis	9	1	0.06	0.0557	BP
GO:0051781	positive regulation of cell division	10	1	0.06	0.0617	BP
GO:0050821	protein stabilization	11	1	0.07	0.0676	BP
GO:0032436	positive regulation of proteasomal ubiqu...	12	1	0.08	0.0736	BP
GO:0035096	larval midgut cell programmed cell death	12	1	0.08	0.0736	BP
GO:0006402	mRNA catabolic process	24	2	0.15	0.0750	BP
GO:0000422	autophagy of mitochondrion	14	1	0.09	0.0853	BP
GO:0007156	homophilic cell adhesion via plasma memb...	15	1	0.1	0.0912	BP
GO:0007443	Malpighian tubule morphogenesis	16	1	0.1	0.0969	BP
GO:0000045	autophagosome assembly	17	1	0.11	0.1027	BP
GO:0008258	head involution	18	1	0.11	0.1084	BP
GO:0050829	defense response to Gram-negative bacter...	18	1	0.11	0.1084	BP
GO:1902600	proton transmembrane transport	19	1	0.12	0.1141	BP
GO:0002697	regulation of immune effector process	21	1	0.13	0.1254	BP
GO:0035317	imaginal disc-derived wing hair organiza...	25	1	0.16	0.1475	BP
GO:0007444	imaginal disc development	232	2	1.47	0.1614	BP
GO:0016322	neuron remodeling	28	1	0.18	0.1638	BP
GO:0006119	oxidative phosphorylation	28	1	0.18	0.1638	BP
GO:0016319	mushroom body development	31	1	0.2	0.1798	BP
GO:0045475	locomotor rhythm	31	1	0.2	0.1798	BP
GO:0042067	establishment of ommatidial planar polar...	33	1	0.21	0.1903	BP
GO:0030431	sleep	34	1	0.22	0.1955	BP
GO:0007098	centrosome cycle	36	1	0.23	0.2058	BP
GO:0022900	electron transport chain	38	1	0.24	0.2159	BP
GO:0043066	negative regulation of apoptotic process	41	1	0.26	0.2310	BP
GO:0009205	purine ribonucleoside triphosphate metab...	43	1	0.27	0.2408	BP
GO:0032880	regulation of protein localization	46	1	0.29	0.2554	BP
GO:0009167	purine ribonucleoside monophosphate meta...	46	1	0.29	0.2554	BP
GO:0001700	embryonic development via the syncytial ...	83	2	0.53	0.3263	BP
GO:0008340	determination of adult lifespan	63	1	0.4	0.3332	BP
GO:0040029	regulation of gene expression, epigeneti...	65	1	0.41	0.3419	BP
GO:0010259	multicellular organism aging	67	1	0.42	0.3504	BP
GO:0098657	import into cell	71	1	0.45	0.3672	BP
GO:0009150	purine ribonucleotide metabolic process	74	1	0.47	0.3795	BP
GO:0006897	endocytosis	83	1	0.53	0.4150	BP
GO:0016567	protein ubiquitination	87	1	0.55	0.4302	BP
GO:0007424	open tracheal system development	101	1	0.64	0.4805	BP
GO:0048731	system development	716	6	4.54	0.5399	BP
GO:0007409	axonogenesis	146	1	0.92	0.6154	BP
GO:0016310	phosphorylation	252	1	1.6	0.8149	BP
GO:0048477	oogenesis	257	1	1.63	0.8213	BP
GO:0044703	multi-organism reproductive process	367	1	2.32	0.9195	BP
GO:0002520	immune system development	48	1	0.3	1.0000	BP
GO:0032990	cell part morphogenesis	184	1	1.17	1.0000	BP
GO:1901987	regulation of cell cycle phase transitio...	45	1	0.29	1.0000	BP
GO:1901989	positive regulation of cell cycle phase ...	13	1	0.08	1.0000	BP
GO:0002252	immune effector process	48	1	0.3	1.0000	BP
GO:0032501	multicellular organismal process	1142	8	7.23	1.0000	BP
GO:0048699	generation of neurons	369	3	2.34	1.0000	BP
GO:0032502	developmental process	1058	7	6.7	1.0000	BP
GO:0032504	multicellular organism reproduction	385	1	2.44	1.0000	BP
GO:0060255	regulation of macromolecule metabolic pr...	630	3	3.99	1.0000	BP
GO:1903047	mitotic cell cycle process	114	1	0.72	1.0000	BP
GO:0042157	lipoprotein metabolic process	20	1	0.13	1.0000	BP
GO:1901970	positive regulation of mitotic sister ch...	6	1	0.04	1.0000	BP
GO:0018410	C-terminal protein amino acid modificati...	4	1	0.03	1.0000	BP
GO:0090068	positive regulation of cell cycle proces...	17	1	0.11	1.0000	BP
GO:0042158	lipoprotein biosynthetic process	19	1	0.12	1.0000	BP
GO:0007399	nervous system development	474	3	3	1.0000	BP
GO:0051716	cellular response to stimulus	673	1	4.26	1.0000	BP
GO:1905818	regulation of chromosome separation	10	1	0.06	1.0000	BP
GO:0007439	ectodermal digestive tract development	5	1	0.03	1.0000	BP
GO:0042981	regulation of apoptotic process	79	1	0.5	1.0000	BP
GO:0000278	mitotic cell cycle	169	1	1.07	1.0000	BP
GO:0045333	cellular respiration	45	1	0.29	1.0000	BP
GO:0031323	regulation of cellular metabolic process	592	3	3.75	1.0000	BP
GO:0022402	cell cycle process	200	2	1.27	1.0000	BP
GO:0031325	positive regulation of cellular metaboli...	266	2	1.68	1.0000	BP
GO:0048812	neuron projection morphogenesis	180	1	1.14	1.0000	BP
GO:0030071	regulation of mitotic metaphase/anaphase...	9	1	0.06	1.0000	BP
GO:0031329	regulation of cellular catabolic process	76	3	0.48	1.0000	BP
GO:0035194	post-transcriptional gene silencing by R...	21	1	0.13	1.0000	BP
GO:1904659	glucose transmembrane transport	5	1	0.03	1.0000	BP
GO:0030162	regulation of proteolysis	46	1	0.29	1.0000	BP
GO:0035069	larval midgut histolysis	14	1	0.09	1.0000	BP
GO:0009267	cellular response to starvation	37	1	0.23	1.0000	BP
GO:0030163	protein catabolic process	117	4	0.74	1.0000	BP
GO:0043170	macromolecule metabolic process	1267	8	8.03	1.0000	BP
GO:0006511	ubiquitin-dependent protein catabolic pr...	102	4	0.65	1.0000	BP
GO:0007281	germ cell development	290	1	1.84	1.0000	BP
GO:0000226	microtubule cytoskeleton organization	124	1	0.79	1.0000	BP
GO:0061525	hindgut development	25	1	0.16	1.0000	BP
GO:0060541	respiratory system development	104	1	0.66	1.0000	BP
GO:0016441	post-transcriptional gene silencing	26	1	0.16	1.0000	BP
GO:0051603	proteolysis involved in cellular protein...	112	4	0.71	1.0000	BP
GO:0035239	tube morphogenesis	220	2	1.39	1.0000	BP
GO:2001252	positive regulation of chromosome organi...	26	1	0.16	1.0000	BP
GO:0060548	negative regulation of cell death	53	1	0.34	1.0000	BP
GO:0042176	regulation of protein catabolic process	23	1	0.15	1.0000	BP
GO:0051607	defense response to virus	19	1	0.12	1.0000	BP
GO:0008544	epidermis development	28	1	0.18	1.0000	BP
GO:0030154	cell differentiation	686	4	4.35	1.0000	BP
GO:0009259	ribonucleotide metabolic process	78	1	0.49	1.0000	BP
GO:1905037	autophagosome organization	18	1	0.11	1.0000	BP
GO:0048666	neuron development	262	2	1.66	1.0000	BP
GO:0045840	positive regulation of mitotic nuclear d...	12	1	0.08	1.0000	BP
GO:0048667	cell morphogenesis involved in neuron di...	181	1	1.15	1.0000	BP
GO:0007275	multicellular organism development	904	7	5.73	1.0000	BP
GO:0007276	gamete generation	344	1	2.18	1.0000	BP
GO:0035315	hair cell differentiation	25	1	0.16	1.0000	BP
GO:0035316	non-sensory hair organization	25	1	0.16	1.0000	BP
GO:0032879	regulation of localization	170	1	1.08	1.0000	BP
GO:0007091	metaphase/anaphase transition of mitotic...	10	1	0.06	1.0000	BP
GO:0031347	regulation of defense response	35	1	0.22	1.0000	BP
GO:0006091	generation of precursor metabolites and ...	68	1	0.43	1.0000	BP
GO:0030182	neuron differentiation	318	3	2.01	1.0000	BP
GO:0006401	RNA catabolic process	28	2	0.18	1.0000	BP
GO:0140546	defense response to symbiont	19	1	0.12	1.0000	BP
GO:0031331	positive regulation of cellular cataboli...	39	2	0.25	1.0000	BP
GO:0046034	ATP metabolic process	39	1	0.25	1.0000	BP
GO:0019395	fatty acid oxidation	9	1	0.06	1.0000	BP
GO:0031023	microtubule organizing center organizati...	36	1	0.23	1.0000	BP
GO:0043687	post-translational protein modification	6	1	0.04	1.0000	BP
GO:1901800	positive regulation of proteasomal prote...	15	1	0.1	1.0000	BP
GO:0072329	monocarboxylic acid catabolic process	14	1	0.09	1.0000	BP
GO:1903008	organelle disassembly	17	1	0.11	1.0000	BP
GO:0009892	negative regulation of metabolic process	269	2	1.7	1.0000	BP
GO:0019439	aromatic compound catabolic process	43	2	0.27	1.0000	BP
GO:0009893	positive regulation of metabolic process	285	2	1.81	1.0000	BP
GO:0009894	regulation of catabolic process	79	3	0.5	1.0000	BP
GO:1901135	carbohydrate derivative metabolic proces...	146	1	0.92	1.0000	BP
GO:0009896	positive regulation of catabolic process	42	2	0.27	1.0000	BP
GO:0008219	cell death	152	1	0.96	1.0000	BP
GO:0030030	cell projection organization	258	2	1.63	1.0000	BP
GO:0032989	cellular component morphogenesis	285	1	1.81	1.0000	BP
GO:0044804	autophagy of nucleus	9	1	0.06	1.0000	BP
GO:0002376	immune system process	160	1	1.01	1.0000	BP
GO:0051707	response to other organism	133	2	0.84	1.0000	BP
GO:0033043	regulation of organelle organization	166	1	1.05	1.0000	BP
GO:0043933	protein-containing complex organization	230	1	1.46	1.0000	BP
GO:0033044	regulation of chromosome organization	54	1	0.34	1.0000	BP
GO:0033045	regulation of sister chromatid segregati...	13	1	0.08	1.0000	BP
GO:2000060	positive regulation of ubiquitin-depende...	13	1	0.08	1.0000	BP
GO:0051252	regulation of RNA metabolic process	388	1	2.46	1.0000	BP
GO:0033047	regulation of mitotic sister chromatid s...	10	1	0.06	1.0000	BP
GO:0060322	head development	50	1	0.32	1.0000	BP
GO:0031047	gene silencing by RNA	25	1	0.16	1.0000	BP
GO:0031175	neuron projection development	190	1	1.2	1.0000	BP
GO:0031667	response to nutrient levels	67	1	0.42	1.0000	BP
GO:0050896	response to stimulus	908	2	5.75	1.0000	BP
GO:0006996	organelle organization	669	4	4.24	1.0000	BP
GO:0031668	cellular response to extracellular stimu...	40	1	0.25	1.0000	BP
GO:0071695	anatomical structure maturation	85	1	0.54	1.0000	BP
GO:0031669	cellular response to nutrient levels	38	1	0.24	1.0000	BP
GO:0034655	nucleobase-containing compound catabolic...	39	2	0.25	1.0000	BP
GO:0090304	nucleic acid metabolic process	672	2	4.26	1.0000	BP
GO:0033036	macromolecule localization	305	1	1.93	1.0000	BP
GO:0000070	mitotic sister chromatid segregation	36	1	0.23	1.0000	BP
GO:0010506	regulation of autophagy	41	1	0.26	1.0000	BP
GO:0098813	nuclear chromosome segregation	49	1	0.31	1.0000	BP
GO:0044784	metaphase/anaphase transition of cell cy...	10	1	0.06	1.0000	BP
GO:0010508	positive regulation of autophagy	9	1	0.06	1.0000	BP
GO:0018214	protein carboxylation	1	1	0.01	1.0000	BP
GO:0045931	positive regulation of mitotic cell cycl...	21	1	0.13	1.0000	BP
GO:0006508	proteolysis	201	4	1.27	1.0000	BP
GO:1902101	positive regulation of metaphase/anaphas...	6	1	0.04	1.0000	BP
GO:2000058	regulation of ubiquitin-dependent protei...	15	1	0.1	1.0000	BP
GO:0006325	chromatin organization	156	1	0.99	1.0000	BP
GO:0009060	aerobic respiration	37	1	0.23	1.0000	BP
GO:0019222	regulation of metabolic process	664	4	4.21	1.0000	BP
GO:0007059	chromosome segregation	57	1	0.36	1.0000	BP
GO:0009991	response to extracellular stimulus	69	1	0.44	1.0000	BP
GO:0009062	fatty acid catabolic process	12	1	0.08	1.0000	BP
GO:0019538	protein metabolic process	739	6	4.68	1.0000	BP
GO:0044770	cell cycle phase transition	53	1	0.34	1.0000	BP
GO:0080134	regulation of response to stress	91	1	0.58	1.0000	BP
GO:0044772	mitotic cell cycle phase transition	39	1	0.25	1.0000	BP
GO:0048619	embryonic hindgut morphogenesis	17	1	0.11	1.0000	BP
GO:0012501	programmed cell death	133	1	0.84	1.0000	BP
GO:0098660	inorganic ion transmembrane transport	87	1	0.55	1.0000	BP
GO:0035120	post-embryonic appendage morphogenesis	148	1	0.94	1.0000	BP
GO:0051276	chromosome organization	219	2	1.39	1.0000	BP
