GO.ID	Term	Annotated	Significant	Expected	weightFisher	Ontology
GO:0043161	proteasome-mediated ubiquitin-dependent ...	85	5	1.14	0.013	BP
GO:0017187	peptidyl-glutamic acid carboxylation	1	1	0.01	0.013	BP
GO:0032491	detection of molecule of fungal origin	1	1	0.01	0.013	BP
GO:0002752	cell surface pattern recognition recepto...	1	1	0.01	0.013	BP
GO:0044528	regulation of mitochondrial mRNA stabili...	1	1	0.01	0.013	BP
GO:0071421	manganese ion transmembrane transport	1	1	0.01	0.013	BP
GO:0006212	uracil catabolic process	1	1	0.01	0.013	BP
GO:0033212	iron import into cell	1	1	0.01	0.013	BP
GO:0042759	long-chain fatty acid biosynthetic proce...	1	1	0.01	0.013	BP
GO:0070682	proteasome regulatory particle assembly	1	1	0.01	0.013	BP
GO:0034727	piecemeal microautophagy of the nucleus	1	1	0.01	0.013	BP
GO:0033539	fatty acid beta-oxidation using acyl-CoA...	1	1	0.01	0.013	BP
GO:0060586	multicellular organismal iron ion homeos...	1	1	0.01	0.013	BP
GO:0044805	late nucleophagy	1	1	0.01	0.013	BP
GO:0019483	beta-alanine biosynthetic process	1	1	0.01	0.013	BP
GO:0006680	glucosylceramide catabolic process	2	1	0.03	0.027	BP
GO:0019432	triglyceride biosynthetic process	2	1	0.03	0.027	BP
GO:0015677	copper ion import	2	1	0.03	0.027	BP
GO:0035434	copper ion transmembrane transport	2	1	0.03	0.027	BP
GO:0019853	L-ascorbic acid biosynthetic process	2	1	0.03	0.027	BP
GO:0044720	negative regulation of imaginal disc-der...	2	1	0.03	0.027	BP
GO:0019367	fatty acid elongation, saturated fatty a...	2	1	0.03	0.027	BP
GO:0006551	leucine metabolic process	2	1	0.03	0.027	BP
GO:0046718	viral entry into host cell	2	1	0.03	0.027	BP
GO:0019217	regulation of fatty acid metabolic proce...	2	1	0.03	0.027	BP
GO:0034761	positive regulation of iron ion transmem...	2	1	0.03	0.027	BP
GO:0034625	fatty acid elongation, monounsaturated f...	2	1	0.03	0.027	BP
GO:0034626	fatty acid elongation, polyunsaturated f...	2	1	0.03	0.027	BP
GO:0014068	positive regulation of phosphatidylinosi...	3	1	0.04	0.040	BP
GO:0030514	negative regulation of BMP signaling pat...	3	1	0.04	0.040	BP
GO:0006501	C-terminal protein lipidation	3	1	0.04	0.040	BP
GO:0050916	sensory perception of sweet taste	3	1	0.04	0.040	BP
GO:0090256	regulation of cell proliferation involve...	3	1	0.04	0.040	BP
GO:0042136	neurotransmitter biosynthetic process	4	1	0.05	0.053	BP
GO:0010025	wax biosynthetic process	4	1	0.05	0.053	BP
GO:0055070	copper ion homeostasis	4	1	0.05	0.053	BP
GO:0042761	very long-chain fatty acid biosynthetic ...	4	1	0.05	0.053	BP
GO:0048567	ectodermal digestive tract morphogenesis	4	1	0.05	0.053	BP
GO:0006995	cellular response to nitrogen starvation	4	1	0.05	0.053	BP
GO:0035336	long-chain fatty-acyl-CoA metabolic proc...	4	1	0.05	0.053	BP
GO:0009062	fatty acid catabolic process	12	2	0.16	0.064	BP
GO:0046323	glucose import	5	1	0.07	0.066	BP
GO:0032446	protein modification by small protein co...	93	3	1.25	0.076	BP
GO:0062033	positive regulation of mitotic sister ch...	6	1	0.08	0.078	BP
GO:0045842	positive regulation of mitotic metaphase...	6	1	0.08	0.078	BP
GO:0007563	regulation of eclosion	6	1	0.08	0.078	BP
GO:0006513	protein monoubiquitination	6	1	0.08	0.078	BP
GO:0016239	positive regulation of macroautophagy	6	1	0.08	0.078	BP
GO:0046628	positive regulation of insulin receptor ...	6	1	0.08	0.078	BP
GO:0009631	cold acclimation	7	1	0.09	0.091	BP
GO:0043277	apoptotic cell clearance	7	1	0.09	0.091	BP
GO:0050688	regulation of defense response to virus	7	1	0.09	0.091	BP
GO:0045500	sevenless signaling pathway	7	1	0.09	0.091	BP
GO:1903706	regulation of hemopoiesis	9	1	0.12	0.115	BP
GO:0070050	neuron cellular homeostasis	9	1	0.12	0.115	BP
GO:0035195	miRNA-mediated gene silencing	9	1	0.12	0.115	BP
GO:0051781	positive regulation of cell division	10	1	0.13	0.127	BP
GO:0007632	visual behavior	10	1	0.13	0.127	BP
GO:0050821	protein stabilization	11	1	0.15	0.139	BP
GO:0006633	fatty acid biosynthetic process	18	2	0.24	0.147	BP
GO:0051607	defense response to virus	19	2	0.26	0.147	BP
GO:0032436	positive regulation of proteasomal ubiqu...	12	1	0.16	0.150	BP
GO:0035096	larval midgut cell programmed cell death	12	1	0.16	0.150	BP
GO:0034620	cellular response to unfolded protein	12	1	0.16	0.150	BP
GO:0006402	mRNA catabolic process	24	2	0.32	0.158	BP
GO:0030148	sphingolipid biosynthetic process	13	1	0.17	0.162	BP
GO:0019233	sensory perception of pain	13	1	0.17	0.162	BP
GO:0000422	autophagy of mitochondrion	14	1	0.19	0.173	BP
GO:0045455	ecdysteroid metabolic process	14	1	0.19	0.173	BP
GO:1905330	regulation of morphogenesis of an epithe...	14	1	0.19	0.173	BP
GO:0007156	homophilic cell adhesion via plasma memb...	15	1	0.2	0.184	BP
GO:0007443	Malpighian tubule morphogenesis	16	1	0.22	0.195	BP
GO:0008293	torso signaling pathway	17	1	0.23	0.206	BP
GO:0000045	autophagosome assembly	17	1	0.23	0.206	BP
GO:0006508	proteolysis	201	7	2.71	0.207	BP
GO:0008340	determination of adult lifespan	63	2	0.85	0.207	BP
GO:0050829	defense response to Gram-negative bacter...	18	1	0.24	0.217	BP
GO:0008258	head involution	18	1	0.24	0.217	BP
GO:0010259	multicellular organism aging	67	2	0.9	0.227	BP
GO:1902600	proton transmembrane transport	19	1	0.26	0.228	BP
GO:0002697	regulation of immune effector process	21	1	0.28	0.249	BP
GO:0003333	amino acid transmembrane transport	24	1	0.32	0.279	BP
GO:0035317	imaginal disc-derived wing hair organiza...	25	1	0.34	0.289	BP
GO:0048731	system development	716	9	9.64	0.296	BP
GO:0007444	imaginal disc development	232	5	3.12	0.298	BP
GO:0007474	imaginal disc-derived wing vein specific...	26	1	0.35	0.298	BP
GO:0002252	immune effector process	48	2	0.65	0.302	BP
GO:0008344	adult locomotory behavior	27	1	0.36	0.308	BP
GO:0055088	lipid homeostasis	27	1	0.36	0.308	BP
GO:0006119	oxidative phosphorylation	28	1	0.38	0.317	BP
GO:0016322	neuron remodeling	28	1	0.38	0.317	BP
GO:0016319	mushroom body development	31	1	0.42	0.345	BP
GO:0045475	locomotor rhythm	31	1	0.42	0.345	BP
GO:0009267	cellular response to starvation	37	2	0.5	0.354	BP
GO:0042067	establishment of ommatidial planar polar...	33	1	0.44	0.362	BP
GO:0005975	carbohydrate metabolic process	61	2	0.82	0.366	BP
GO:0030431	sleep	34	1	0.46	0.371	BP
GO:0035220	wing disc development	169	4	2.27	0.377	BP
GO:0019730	antimicrobial humoral response	35	1	0.47	0.380	BP
GO:0007098	centrosome cycle	36	1	0.48	0.388	BP
GO:0000209	protein polyubiquitination	36	1	0.48	0.388	BP
GO:0046942	carboxylic acid transport	37	1	0.5	0.397	BP
GO:0022900	electron transport chain	38	1	0.51	0.405	BP
GO:0043066	negative regulation of apoptotic process	41	1	0.55	0.429	BP
GO:0046578	regulation of Ras protein signal transdu...	42	1	0.57	0.437	BP
GO:0009205	purine ribonucleoside triphosphate metab...	43	1	0.58	0.444	BP
GO:2000027	regulation of animal organ morphogenesis	45	1	0.61	0.459	BP
GO:0009167	purine ribonucleoside monophosphate meta...	46	1	0.62	0.467	BP
GO:0032880	regulation of protein localization	46	1	0.62	0.467	BP
GO:0016567	protein ubiquitination	87	2	1.17	0.470	BP
GO:0007613	memory	48	1	0.65	0.481	BP
GO:0048066	developmental pigmentation	51	1	0.69	0.502	BP
GO:0042461	photoreceptor cell development	53	1	0.71	0.516	BP
GO:0009967	positive regulation of signal transducti...	130	2	1.75	0.566	BP
GO:0009150	purine ribonucleotide metabolic process	74	2	1	0.569	BP
GO:0098656	anion transmembrane transport	62	1	0.83	0.573	BP
GO:0001700	embryonic development via the syncytial ...	83	2	1.12	0.582	BP
GO:0040029	regulation of gene expression, epigeneti...	65	1	0.87	0.590	BP
GO:0008595	anterior/posterior axis specification, e...	66	1	0.89	0.596	BP
GO:0098657	import into cell	71	2	0.96	0.607	BP
GO:0016311	dephosphorylation	72	1	0.97	0.628	BP
GO:0006897	endocytosis	83	1	1.12	0.681	BP
GO:0007283	spermatogenesis	87	1	1.17	0.699	BP
GO:0045944	positive regulation of transcription by ...	91	1	1.22	0.715	BP
GO:0007424	open tracheal system development	101	1	1.36	0.753	BP
GO:0006357	regulation of transcription by RNA polym...	226	2	3.04	0.850	BP
GO:0007409	axonogenesis	146	1	1.97	0.870	BP
GO:0010628	positive regulation of gene expression	173	1	2.33	0.912	BP
GO:0044703	multi-organism reproductive process	367	2	4.94	0.968	BP
GO:0016310	phosphorylation	252	1	3.39	0.973	BP
GO:0048477	oogenesis	257	1	3.46	0.975	BP
GO:2000112	regulation of cellular macromolecule bio...	388	2	5.22	0.976	BP
GO:0044255	cellular lipid metabolic process	93	5	1.25	1.000	BP
GO:0044257	cellular protein catabolic process	114	5	1.53	1.000	BP
GO:0010646	regulation of cell communication	337	2	4.54	1.000	BP
GO:0048522	positive regulation of cellular process	500	5	6.73	1.000	BP
GO:0010647	positive regulation of cell communicatio...	139	2	1.87	1.000	BP
GO:0048523	negative regulation of cellular process	441	2	5.94	1.000	BP
GO:0010648	negative regulation of cell communicatio...	144	1	1.94	1.000	BP
GO:0046113	nucleobase catabolic process	2	1	0.03	1.000	BP
GO:1901570	fatty acid derivative biosynthetic proce...	7	1	0.09	1.000	BP
GO:0044281	small molecule metabolic process	258	9	3.47	1.000	BP
GO:0012501	programmed cell death	133	1	1.79	1.000	BP
GO:0120036	plasma membrane bounded cell projection ...	255	2	3.43	1.000	BP
GO:0044282	small molecule catabolic process	36	2	0.48	1.000	BP
GO:0006687	glycosphingolipid metabolic process	8	1	0.11	1.000	BP
GO:0019693	ribose phosphate metabolic process	79	2	1.06	1.000	BP
GO:0044283	small molecule biosynthetic process	69	4	0.93	1.000	BP
GO:0007178	transmembrane receptor protein serine/th...	22	1	0.3	1.000	BP
GO:0120039	plasma membrane bounded cell projection ...	180	1	2.42	1.000	BP
GO:0006401	RNA catabolic process	28	2	0.38	1.000	BP
GO:1901575	organic substance catabolic process	223	11	3	1.000	BP
GO:1901576	organic substance biosynthetic process	767	8	10.32	1.000	BP
GO:0019752	carboxylic acid metabolic process	112	7	1.51	1.000	BP
