GO:0006633	fatty acid biosynthetic process	18	10	0.54	9.2e-09	BP	Up
GO:0070328	triglyceride homeostasis	16	5	0.48	7.4e-05	BP	Up
GO:0042811	pheromone biosynthetic process	2	2	0.06	9e-04	BP	Up
GO:0048047	mating behavior, sex discrimination	2	2	0.06	9e-04	BP	Up
GO:0046622	positive regulation of organ growth	8	3	0.24	0.0013	BP	Up
GO:0001676	long-chain fatty acid metabolic process	4	3	0.12	0.0026	BP	Up
GO:0006723	cuticle hydrocarbon biosynthetic process	3	2	0.09	0.0026	BP	Up
GO:0030497	fatty acid elongation	6	3	0.18	0.0051	BP	Up
GO:0045572	positive regulation of imaginal disc gro...	4	2	0.12	0.0052	BP	Up
GO:0010025	wax biosynthetic process	4	2	0.12	0.0052	BP	Up
GO:0030301	cholesterol transport	4	2	0.12	0.0052	BP	Up
GO:0035336	long-chain fatty-acyl-CoA metabolic proc...	4	2	0.12	0.0052	BP	Up
GO:0042761	very long-chain fatty acid biosynthetic ...	4	2	0.12	0.0052	BP	Up
GO:0042593	glucose homeostasis	13	3	0.39	0.0061	BP	Up
GO:0045793	positive regulation of cell size	15	3	0.45	0.0093	BP	Up
GO:0035335	peptidyl-tyrosine dephosphorylation	15	3	0.45	0.0093	BP	Up
GO:0008293	torso signaling pathway	17	3	0.51	0.0133	BP	Up
GO:0015718	monocarboxylic acid transport	7	2	0.21	0.0171	BP	Up
GO:0045938	positive regulation of circadian sleep/w...	7	2	0.21	0.0171	BP	Up
GO:0045500	sevenless signaling pathway	7	2	0.21	0.0171	BP	Up
GO:0008595	anterior/posterior axis specification, e...	66	4	1.99	0.0184	BP	Up
GO:1905039	carboxylic acid transmembrane transport	32	3	0.97	0.028	BP	Up
GO:0070050	neuron cellular homeostasis	9	2	0.27	0.0282	BP	Up
GO:0009744	response to sucrose	9	2	0.27	0.0282	BP	Up
GO:0044805	late nucleophagy	1	1	0.03	0.0302	BP	Up
GO:0007429	secondary branching, open tracheal syste...	1	1	0.03	0.0302	BP	Up
GO:0034727	piecemeal microautophagy of the nucleus	1	1	0.03	0.0302	BP	Up
GO:0090176	microtubule cytoskeleton organization in...	1	1	0.03	0.0302	BP	Up
GO:0006212	uracil catabolic process	1	1	0.03	0.0302	BP	Up
GO:0007057	spindle assembly involved in female meio...	1	1	0.03	0.0302	BP	Down
GO:0019483	beta-alanine biosynthetic process	1	1	0.03	0.0302	BP	Up
GO:0044528	regulation of mitochondrial mRNA stabili...	1	1	0.03	0.0302	BP	Up
GO:0003380	establishment or maintenance of cytoskel...	1	1	0.03	0.0302	BP	Up
GO:0007175	negative regulation of epidermal growth ...	1	1	0.03	0.0302	BP	Up
GO:0048750	compound eye corneal lens morphogenesis	1	1	0.03	0.0302	BP	Up
GO:0060586	multicellular organismal iron ion homeos...	1	1	0.03	0.0302	BP	Up
GO:0006741	NADP biosynthetic process	1	1	0.03	0.0302	BP	Up
GO:0015886	heme transport	1	1	0.03	0.0302	BP	Up
GO:0048383	mesectoderm development	1	1	0.03	0.0302	BP	Up
GO:0071421	manganese ion transmembrane transport	1	1	0.03	0.0302	BP	Up
GO:0010457	centriole-centriole cohesion	1	1	0.03	0.0302	BP	Down
GO:0010470	regulation of gastrulation	1	1	0.03	0.0302	BP	Up
GO:0033212	iron import into cell	1	1	0.03	0.0302	BP	Up
GO:0043388	positive regulation of DNA binding	1	1	0.03	0.0302	BP	Up
GO:0015908	fatty acid transport	1	1	0.03	0.0302	BP	Up
GO:0032491	detection of molecule of fungal origin	1	1	0.03	0.0302	BP	Up
GO:0030860	regulation of polarized epithelial cell ...	1	1	0.03	0.0302	BP	Up
GO:0002752	cell surface pattern recognition recepto...	1	1	0.03	0.0302	BP	Up
GO:0035386	regulation of Roundabout signaling pathw...	1	1	0.03	0.0302	BP	Up
GO:0040037	negative regulation of fibroblast growth...	1	1	0.03	0.0302	BP	Up
GO:0048053	R1/R6 development	1	1	0.03	0.0302	BP	Up
GO:0006021	inositol biosynthetic process	1	1	0.03	0.0302	BP	Up
GO:0061060	negative regulation of peptidoglycan rec...	1	1	0.03	0.0302	BP	Up
GO:0051316	attachment of spindle microtubules to ki...	1	1	0.03	0.0302	BP	Down
GO:0048626	myoblast fate specification	1	1	0.03	0.0302	BP	Up
GO:0009098	leucine biosynthetic process	1	1	0.03	0.0302	BP	Up
GO:0009099	valine biosynthetic process	1	1	0.03	0.0302	BP	Up
GO:0042759	long-chain fatty acid biosynthetic proce...	1	1	0.03	0.0302	BP	Up
GO:0007426	tracheal outgrowth, open tracheal system	10	2	0.3	0.0346	BP	Up
GO:0040018	positive regulation of multicellular org...	11	2	0.33	0.0415	BP	Up
GO:0030148	sphingolipid biosynthetic process	12	2	0.36	0.0488	BP	Up
GO:0005886	plasma membrane	324	13	8.32	0.017	CC	Up
GO:0099501	exocytic vesicle membrane	1	1	0.03	0.026	CC	Up
GO:0009346	ATP-independent citrate lyase complex	1	1	0.03	0.026	CC	Up
GO:0005834	heterotrimeric G-protein complex	1	1	0.03	0.026	CC	Up
GO:0000407	phagophore assembly site	12	2	0.31	0.036	CC	Up
GO:0005777	peroxisome	30	3	0.77	0.04	CC	Up
GO:0031227	intrinsic component of endoplasmic retic...	20	3	0.51	0.049	CC	Up
GO:0015645	fatty acid ligase activity	8	6	0.23	7.9e-05	MF	Up
GO:0015318	inorganic molecular entity transmembrane...	108	7	3.15	0.00062	MF	Up
GO:0004467	long-chain fatty acid-CoA ligase activit...	3	2	0.09	0.00246	MF	Up
GO:0009922	fatty acid elongase activity	3	2	0.09	0.00246	MF	Up
GO:0080019	fatty-acyl-CoA reductase (alcohol-formin...	4	2	0.12	0.00483	MF	Up
GO:0034041	ABC-type sterol transporter activity	4	2	0.12	0.00483	MF	Up
GO:0004725	protein tyrosine phosphatase activity	15	3	0.44	0.02038	MF	Up
GO:0004676	3-phosphoinositide-dependent protein kin...	1	1	0.03	0.02918	MF	Up
GO:0004512	inositol-3-phosphate synthase activity	1	1	0.03	0.02918	MF	Up
GO:0004068	aspartate 1-decarboxylase activity	1	1	0.03	0.02918	MF	Up
GO:0050321	tau-protein kinase activity	1	1	0.03	0.02918	MF	Up
GO:0004084	branched-chain-amino-acid transaminase a...	1	1	0.03	0.02918	MF	Up
GO:0004190	aspartic-type endopeptidase activity	1	1	0.03	0.02918	MF	Up
GO:0001872	(1->3)-beta-D-glucan binding	1	1	0.03	0.02918	MF	Up
GO:0004972	NMDA glutamate receptor activity	1	1	0.03	0.02918	MF	Down
GO:0005118	sevenless binding	1	1	0.03	0.02918	MF	Up
GO:0008195	phosphatidate phosphatase activity	1	1	0.03	0.02918	MF	Up
GO:0004382	guanosine-diphosphatase activity	1	1	0.03	0.02918	MF	Up
GO:0004766	spermidine synthase activity	1	1	0.03	0.02918	MF	Down
GO:0003878	ATP citrate synthase activity	1	1	0.03	0.02918	MF	Up
