GO.ID	Term	Annotated	Significant	Expected	weightFisher	Ontology
GO:0006635	fatty acid beta-oxidation	7	4	0.23	0.00063	BP
GO:0015701	bicarbonate transport	4	2	0.13	0.00620	BP
GO:0030301	cholesterol transport	4	2	0.13	0.00620	BP
GO:0030239	myofibril assembly	28	4	0.93	0.00982	BP
GO:1901739	regulation of myoblast fusion	5	2	0.17	0.01012	BP
GO:0010830	regulation of myotube differentiation	5	2	0.17	0.01012	BP
GO:0036158	outer dynein arm assembly	5	2	0.17	0.01012	BP
GO:1902476	chloride transmembrane transport	15	3	0.5	0.01189	BP
GO:0051453	regulation of intracellular pH	15	3	0.5	0.01461	BP
GO:0044805	late nucleophagy	1	1	0.03	0.03306	BP
GO:0034727	piecemeal microautophagy of the nucleus	1	1	0.03	0.03306	BP
GO:0006212	uracil catabolic process	1	1	0.03	0.03306	BP
GO:0005993	trehalose catabolic process	1	1	0.03	0.03306	BP
GO:0019483	beta-alanine biosynthetic process	1	1	0.03	0.03306	BP
GO:0033539	fatty acid beta-oxidation using acyl-CoA...	1	1	0.03	0.03306	BP
GO:1901840	negative regulation of RNA polymerase I ...	1	1	0.03	0.03306	BP
GO:1901837	negative regulation of transcription of ...	1	1	0.03	0.03306	BP
GO:0060586	multicellular organismal iron ion homeos...	1	1	0.03	0.03306	BP
GO:0071421	manganese ion transmembrane transport	1	1	0.03	0.03306	BP
GO:0006880	intracellular sequestering of iron ion	1	1	0.03	0.03306	BP
GO:0017187	peptidyl-glutamic acid carboxylation	1	1	0.03	0.03306	BP
GO:0045977	positive regulation of mitotic cell cycl...	1	1	0.03	0.03306	BP
GO:0033212	iron import into cell	1	1	0.03	0.03306	BP
GO:0032491	detection of molecule of fungal origin	1	1	0.03	0.03306	BP
GO:0002752	cell surface pattern recognition recepto...	1	1	0.03	0.03306	BP
GO:0006559	L-phenylalanine catabolic process	1	1	0.03	0.03306	BP
GO:0040019	positive regulation of embryonic develop...	1	1	0.03	0.03306	BP
GO:0006530	asparagine catabolic process	1	1	0.03	0.03306	BP
GO:0010106	cellular response to iron ion starvation	1	1	0.03	0.03306	BP
GO:0045003	double-strand break repair via synthesis...	1	1	0.03	0.03306	BP
GO:0097115	neurexin clustering involved in presynap...	1	1	0.03	0.03306	BP
GO:0006296	nucleotide-excision repair, DNA incision...	1	1	0.03	0.03306	BP
GO:0060047	heart contraction	9	2	0.3	0.03343	BP
GO:0006936	muscle contraction	9	2	0.3	0.03343	BP
GO:0000280	nuclear division	96	3	3.17	0.03355	BP
GO:0000077	DNA damage checkpoint signaling	10	2	0.33	0.04090	BP
GO:0072329	monocarboxylic acid catabolic process	14	6	0.46	0.06139	BP
GO:0046477	glycosylceramide catabolic process	4	2	0.13	0.06430	BP
GO:0006285	base-excision repair, AP site formation	2	1	0.07	0.06504	BP
GO:0000467	exonucleolytic trimming to generate matu...	2	1	0.07	0.06504	BP
GO:0031340	positive regulation of vesicle fusion	2	1	0.07	0.06504	BP
GO:0016139	glycoside catabolic process	2	1	0.07	0.06504	BP
GO:0019432	triglyceride biosynthetic process	2	1	0.07	0.06504	BP
GO:0042811	pheromone biosynthetic process	2	1	0.07	0.06504	BP
GO:0034473	U1 snRNA 3'-end processing	2	1	0.07	0.06504	BP
GO:0034476	U5 snRNA 3'-end processing	2	1	0.07	0.06504	BP
GO:0032324	molybdopterin cofactor biosynthetic proc...	2	1	0.07	0.06504	BP
GO:0060298	positive regulation of sarcomere organiz...	2	1	0.07	0.06504	BP
GO:0043984	histone H4-K16 acetylation	2	1	0.07	0.06504	BP
GO:0019217	regulation of fatty acid metabolic proce...	2	1	0.07	0.06504	BP
GO:0046718	viral entry into host cell	2	1	0.07	0.06504	BP
GO:0019230	proprioception	2	1	0.07	0.06504	BP
GO:0043928	exonucleolytic catabolism of deadenylate...	2	1	0.07	0.06504	BP
GO:0071042	nuclear polyadenylation-dependent mRNA c...	2	1	0.07	0.06504	BP
GO:0071035	nuclear polyadenylation-dependent rRNA c...	2	1	0.07	0.06504	BP
GO:0071038	nuclear polyadenylation-dependent tRNA c...	2	1	0.07	0.06504	BP
GO:0008295	spermidine biosynthetic process	2	1	0.07	0.06504	BP
GO:0044720	negative regulation of imaginal disc-der...	2	1	0.07	0.06504	BP
GO:0015677	copper ion import	2	1	0.07	0.06504	BP
GO:0007348	regulation of syncytial blastoderm mitot...	2	1	0.07	0.06504	BP
